reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
330,RESERVE,P0133,RGE5C6776C367063E6,Balanced self-paced learning with feature corruption,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0133.html,HTML,https://doi.org/10.1109/ijcnn.2017.7966104,NOT_REPORTED_BY_SOURCE,10.1109/ijcnn.2017.7966104,NOT_ASSESSED_AT_BROAD_LEVEL
331,RESERVE,P0107,RG3A00725F7CADC3A2,Early-Learning Regularization Prevents Memorization of Noisy Labels,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0107.html,HTML,https://doi.org/10.48550/arxiv.2007.00151,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2007.00151,NOT_ASSESSED_AT_BROAD_LEVEL
335,RESERVE,P0455,RG38EE980ABF791FE0,Instance-dependent Early Stopping for Adaptive Data Pruning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0455.html,HTML,https://doi.org/10.1109/tpami.2026.3693108,NOT_REPORTED_BY_SOURCE,10.1109/tpami.2026.3693108,NOT_ASSESSED_AT_BROAD_LEVEL
337,RESERVE,P0020,RGA2645A37BA2ADFA3,Understanding Black-box Predictions via Influence Functions,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0020.html,HTML,https://proceedings.mlr.press/v70/koh17a.html,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
339,RESERVE,P0432,RG2F18BB86AC7F439F,A Closer Look at Memorization in Deep Networks,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0432.html,HTML,https://proceedings.mlr.press/v70/arpit17a.html,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
340,RESERVE,P0121,RG18ABF6A273E1A295,Data Shapley: Equitable Valuation of Data for Machine Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0121.html,HTML,https://doi.org/10.48550/arxiv.1904.02868,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.1904.02868,NOT_ASSESSED_AT_BROAD_LEVEL
341,RESERVE,P0372,RGC7715BBA324EEE2E,Probe-Based Data Attribution: Discovering and Mitigating Undesirable Behaviors in LLM Post-Training,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0372.html,HTML,https://doi.org/10.48550/arxiv.2602.11079,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2602.11079,NOT_ASSESSED_AT_BROAD_LEVEL
342,RESERVE,P0425,RGF6E07840BF414D62,"Train faster, generalize better: Stability of stochastic gradient descent",DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0425.html,HTML,https://proceedings.mlr.press/v48/hardt16.html,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
345,RESERVE,P0143,RG5D41AD28A27FD28C,FedSPL: federated self-paced learning for privacy-preserving disease diagnosis,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0143.html,HTML,https://doi.org/10.1093/bib/bbab498,NOT_REPORTED_BY_SOURCE,10.1093/bib/bbab498,NOT_ASSESSED_AT_BROAD_LEVEL
346,RESERVE,P0214,RG17B27BB98EFDEEA6,Insights of anomaly detection: How does polluted training data influence performance?,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0214.html,HTML,http://dx.doi.org/10.1117/12.3023184,NOT_REPORTED_BY_SOURCE,10.1117/12.3023184,NOT_ASSESSED_AT_BROAD_LEVEL
356,RESERVE,P0378,RG9F1E88A1B1295EAF,New Insights on Reducing Abrupt Representation Change in Online Continual Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0378.html,HTML,https://doi.org/10.48550/arxiv.2104.05025,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2104.05025,NOT_ASSESSED_AT_BROAD_LEVEL
