run_slot,triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,arm,training_seed,selection_seed,discovery_or_confirmation
RUN_079,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,T,1343723075,1987760147,discovery
RUN_080,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R1,1343723075,1090244038,discovery
RUN_081,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R2,1343723075,1321921470,discovery
RUN_082,TRIAD_028,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,T,1829910790,1771359607,discovery
RUN_083,TRIAD_028,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R1,1829910790,1313852010,discovery
RUN_084,TRIAD_028,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R2,1829910790,1601959621,discovery
RUN_085,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,T,1385197443,683156951,discovery
RUN_086,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R1,1385197443,414599903,discovery
RUN_087,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R2,1385197443,1803727194,discovery
RUN_088,TRIAD_030,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,T,1343723075,541724197,discovery
RUN_089,TRIAD_030,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R1,1343723075,1000601045,discovery
RUN_090,TRIAD_030,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R2,1343723075,1796941351,discovery
RUN_091,TRIAD_031,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,T,1829910790,116752763,discovery
RUN_092,TRIAD_031,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,R1,1829910790,138194905,discovery
RUN_093,TRIAD_031,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,R2,1829910790,599831945,discovery
RUN_094,TRIAD_032,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,T,1385197443,723676492,discovery
RUN_095,TRIAD_032,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,R1,1385197443,936867673,discovery
RUN_096,TRIAD_032,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,R2,1385197443,1573257447,discovery
RUN_097,TRIAD_033,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,T,1343723075,721504774,discovery
RUN_098,TRIAD_033,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,R1,1343723075,560734150,discovery
RUN_099,TRIAD_033,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,R2,1343723075,939698449,discovery
RUN_100,TRIAD_034,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,T,1829910790,1064670156,discovery
RUN_101,TRIAD_034,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,R1,1829910790,510450299,discovery
RUN_102,TRIAD_034,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,R2,1829910790,1890081013,discovery
RUN_103,TRIAD_035,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,T,1385197443,976176117,discovery
RUN_104,TRIAD_035,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,R1,1385197443,2017143728,discovery
RUN_105,TRIAD_035,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,R2,1385197443,1589216007,discovery
RUN_106,TRIAD_036,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,T,1343723075,1507525319,discovery
RUN_107,TRIAD_036,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,R1,1343723075,1176928739,discovery
RUN_108,TRIAD_036,A,A12,A12_EndpointTrend_B3000,EndpointTrend,3000,0.0,R2,1343723075,240604594,discovery
RUN_109,TRIAD_037,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,T,1829910790,152062577,discovery
RUN_110,TRIAD_037,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R1,1829910790,487107764,discovery
RUN_111,TRIAD_037,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R2,1829910790,1923161937,discovery
RUN_112,TRIAD_038,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,T,1385197443,28095403,discovery
RUN_113,TRIAD_038,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R1,1385197443,311180952,discovery
RUN_114,TRIAD_038,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R2,1385197443,611213726,discovery
RUN_115,TRIAD_039,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,T,1343723075,490970316,discovery
RUN_116,TRIAD_039,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R1,1343723075,1425622282,discovery
RUN_117,TRIAD_039,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R2,1343723075,461671455,discovery
RUN_118,TRIAD_040,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,T,1829910790,1787742610,discovery
RUN_119,TRIAD_040,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,R1,1829910790,1287451921,discovery
RUN_120,TRIAD_040,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,R2,1829910790,618537976,discovery
RUN_121,TRIAD_041,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,T,1385197443,1447515152,discovery
RUN_122,TRIAD_041,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,R1,1385197443,987373371,discovery
RUN_123,TRIAD_041,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,R2,1385197443,587321689,discovery
RUN_124,TRIAD_042,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,T,1343723075,1765600260,discovery
RUN_125,TRIAD_042,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,R1,1343723075,719055643,discovery
RUN_126,TRIAD_042,A,A14,A14_FoldBalanced-Gap_B3000,FoldBalanced-Gap,3000,0.0,R2,1343723075,2003189019,discovery
RUN_127,TRIAD_043,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,T,1829910790,222411419,discovery
RUN_128,TRIAD_043,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,R1,1829910790,1129021633,discovery
RUN_129,TRIAD_043,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,R2,1829910790,375233602,discovery
RUN_130,TRIAD_044,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,T,1385197443,276642340,discovery
RUN_131,TRIAD_044,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,R1,1385197443,1991832991,discovery
RUN_132,TRIAD_044,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,R2,1385197443,1115133061,discovery
RUN_133,TRIAD_045,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,T,1343723075,1703632046,discovery
RUN_134,TRIAD_045,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,R1,1343723075,963122165,discovery
RUN_135,TRIAD_045,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,R2,1343723075,150549446,discovery
RUN_136,TRIAD_046,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,T,1829910790,2010778921,discovery
RUN_137,TRIAD_046,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,R1,1829910790,1314489364,discovery
RUN_138,TRIAD_046,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,R2,1829910790,1955868470,discovery
RUN_139,TRIAD_047,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,T,1385197443,188676382,discovery
RUN_140,TRIAD_047,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,R1,1385197443,2879386,discovery
RUN_141,TRIAD_047,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,R2,1385197443,980536754,discovery
RUN_142,TRIAD_048,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,T,1343723075,1814645414,discovery
RUN_143,TRIAD_048,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,R1,1343723075,392534455,discovery
RUN_144,TRIAD_048,A,A16,A16_TailGap-Strict_B3000,TailGap-Strict,3000,0.0,R2,1343723075,577414205,discovery
RUN_145,TRIAD_049,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,T,1829910790,1421036678,discovery
RUN_146,TRIAD_049,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,R1,1829910790,440860793,discovery
RUN_147,TRIAD_049,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,R2,1829910790,1291760106,discovery
RUN_148,TRIAD_050,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,T,1385197443,2087502397,discovery
RUN_149,TRIAD_050,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,R1,1385197443,1149286160,discovery
RUN_150,TRIAD_050,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,R2,1385197443,536635280,discovery
RUN_151,TRIAD_051,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,T,1343723075,2018778730,discovery
RUN_152,TRIAD_051,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,R1,1343723075,30649141,discovery
RUN_153,TRIAD_051,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,R2,1343723075,697224136,discovery
RUN_154,TRIAD_052,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,T,1829910790,1255206866,discovery
RUN_155,TRIAD_052,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,R1,1829910790,531905199,discovery
RUN_156,TRIAD_052,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,R2,1829910790,589049711,discovery
RUN_157,TRIAD_053,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,T,1385197443,2023917340,discovery
RUN_158,TRIAD_053,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,R1,1385197443,1727181970,discovery
RUN_159,TRIAD_053,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,R2,1385197443,1397687129,discovery
RUN_160,TRIAD_054,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,T,1343723075,1916776892,discovery
RUN_161,TRIAD_054,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,R1,1343723075,578482755,discovery
RUN_162,TRIAD_054,A,A18,A18_LOFO-GapStrict_B3000,LOFO-GapStrict,3000,0.0,R2,1343723075,1187579142,discovery
RUN_163,TRIAD_055,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,T,1829910790,337585944,discovery
RUN_164,TRIAD_055,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,R1,1829910790,1157620445,discovery
RUN_165,TRIAD_055,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,R2,1829910790,919181310,discovery
RUN_166,TRIAD_056,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,T,1385197443,140287267,discovery
RUN_167,TRIAD_056,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,R1,1385197443,1752280088,discovery
RUN_168,TRIAD_056,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,R2,1385197443,1031017717,discovery
RUN_169,TRIAD_057,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,T,1343723075,1608549670,discovery
RUN_170,TRIAD_057,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,R1,1343723075,1698854451,discovery
RUN_171,TRIAD_057,A,A19,A19_Exclude178-GapStrict_B3000,Exclude178-GapStrict,3000,0.0,R2,1343723075,1615045650,discovery
RUN_172,TRIAD_058,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,T,1829910790,423740299,discovery
RUN_173,TRIAD_058,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,R1,1829910790,1061938137,discovery
RUN_174,TRIAD_058,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,R2,1829910790,38575325,discovery
RUN_175,TRIAD_059,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,T,1385197443,48145774,discovery
RUN_176,TRIAD_059,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,R1,1385197443,1429571732,discovery
RUN_177,TRIAD_059,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,R2,1385197443,948451231,discovery
RUN_178,TRIAD_060,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,T,1343723075,557963550,discovery
RUN_179,TRIAD_060,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,R1,1343723075,1359538428,discovery
RUN_180,TRIAD_060,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,R2,1343723075,1025934106,discovery
RUN_181,TRIAD_061,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,T,1829910790,1211924448,discovery
RUN_182,TRIAD_061,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,R1,1829910790,998419963,discovery
RUN_183,TRIAD_061,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,R2,1829910790,800112628,discovery
RUN_184,TRIAD_062,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,T,1385197443,434524595,discovery
RUN_185,TRIAD_062,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,R1,1385197443,1071502693,discovery
RUN_186,TRIAD_062,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,R2,1385197443,2092163834,discovery
RUN_187,TRIAD_063,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,T,1343723075,653909462,discovery
RUN_188,TRIAD_063,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,R1,1343723075,1321715844,discovery
RUN_189,TRIAD_063,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,R2,1343723075,696536427,discovery
RUN_190,TRIAD_064,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,T,1829910790,404224109,discovery
RUN_191,TRIAD_064,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,R1,1829910790,188431012,discovery
RUN_192,TRIAD_064,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,R2,1829910790,790846475,discovery
RUN_193,TRIAD_065,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,T,1385197443,170354163,discovery
RUN_194,TRIAD_065,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,R1,1385197443,26510226,discovery
RUN_195,TRIAD_065,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,R2,1385197443,1313321562,discovery
RUN_196,TRIAD_066,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,T,1343723075,193458329,discovery
RUN_197,TRIAD_066,B,B03,B03_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.05,R1,1343723075,931974345,discovery
