phase,budget,training_seed,left_condition,right_condition,left_method,right_method,overlap_count,jaccard,left_overlap_rate,right_overlap_rate
A,3000,1829910790,A12,A19,EndpointTrend,GapCritical-Strict-TimeMatched,1599,0.3633265167007498,0.533,0.533
A,3000,1829910790,A13,A14,BottomGap-3000-stress-control,FoldBalanced-Gap,0,0.0,0.0,0.0
A,3000,1829910790,A13,A15,BottomGap-3000-stress-control,GroupDiverse-Gap,0,0.0,0.0,0.0
A,3000,1829910790,A13,A16,BottomGap-3000-stress-control,GapResidual-Strict,26,0.004352192835621,0.0086666666666666,0.0086666666666666
A,3000,1829910790,A13,A17,BottomGap-3000-stress-control,WindowEarlyLate40,0,0.0,0.0,0.0
A,3000,1829910790,A13,A19,BottomGap-3000-stress-control,GapCritical-Strict-TimeMatched,19,0.0031767262999498,0.0063333333333333,0.0063333333333333
A,3000,1829910790,A14,A15,FoldBalanced-Gap,GroupDiverse-Gap,2191,0.5752165922814387,0.7303333333333333,0.7303333333333333
A,3000,1829910790,A14,A16,FoldBalanced-Gap,GapResidual-Strict,1431,0.3131976362442548,0.477,0.477
A,3000,1829910790,A14,A17,FoldBalanced-Gap,WindowEarlyLate40,2452,0.6910935738444194,0.8173333333333334,0.8173333333333334
A,3000,1829910790,A14,A19,FoldBalanced-Gap,GapCritical-Strict-TimeMatched,1970,0.488833746898263,0.6566666666666666,0.6566666666666666
A,3000,1829910790,A15,A16,GroupDiverse-Gap,GapResidual-Strict,1321,0.2823252831801667,0.4403333333333333,0.4403333333333333
A,3000,1829910790,A15,A17,GroupDiverse-Gap,WindowEarlyLate40,2050,0.5189873417721519,0.6833333333333333,0.6833333333333333
A,3000,1829910790,A15,A19,GroupDiverse-Gap,GapCritical-Strict-TimeMatched,1741,0.4087814040854661,0.5803333333333334,0.5803333333333334
A,3000,1829910790,A16,A17,GapResidual-Strict,WindowEarlyLate40,1032,0.2077294685990338,0.344,0.344
A,3000,1829910790,A16,A19,GapResidual-Strict,GapCritical-Strict-TimeMatched,1986,0.4947683109118087,0.662,0.662
A,3000,1829910790,A17,A19,WindowEarlyLate40,GapCritical-Strict-TimeMatched,1588,0.3599274705349048,0.5293333333333333,0.5293333333333333
A,6000,1343723075,A03,A18,GapCritical-Strict,GapCritical-Global-B6000,5025,0.7204301075268817,0.8375,0.8375
A,6000,1385197443,A03,A18,GapCritical-Strict,GapCritical-Global-B6000,5025,0.7204301075268817,0.8375,0.8375
A,6000,1829910790,A03,A18,GapCritical-Strict,GapCritical-Global-B6000,5025,0.7204301075268817,0.8375,0.8375
B,3000,1343723075,B01,B02,LowConfidence-Defect,Persistent-FN,2839,0.8981335020563113,0.9463333333333334,0.9463333333333334
B,3000,1343723075,B01,B03,LowConfidence-Defect,GapGuard-Raw,2701,0.8187329493785995,0.9003333333333333,0.9003333333333333
B,3000,1343723075,B01,B04,LowConfidence-Defect,GapGuard-Raw,2703,0.8198362147406734,0.901,0.901
B,3000,1343723075,B01,B05,LowConfidence-Defect,GapGuard-Raw,2414,0.6731734523145566,0.8046666666666666,0.8046666666666666
B,3000,1343723075,B01,B06,LowConfidence-Defect,GapGuard-ClassStrat,2705,0.8209408194233687,0.9016666666666666,0.9016666666666666
B,3000,1343723075,B02,B03,Persistent-FN,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1343723075,B02,B04,Persistent-FN,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1343723075,B02,B05,Persistent-FN,GapGuard-Raw,2400,0.6666666666666666,0.8,0.8
B,3000,1343723075,B02,B06,Persistent-FN,GapGuard-ClassStrat,2700,0.8181818181818182,0.9,0.9
B,3000,1343723075,B03,B04,GapGuard-Raw,GapGuard-Raw,2850,0.9047619047619048,0.95,0.95
B,3000,1343723075,B03,B05,GapGuard-Raw,GapGuard-Raw,2550,0.7391304347826086,0.85,0.85
B,3000,1343723075,B03,B06,GapGuard-Raw,GapGuard-ClassStrat,2846,0.9023462270133163,0.9486666666666668,0.9486666666666668
B,3000,1343723075,B04,B05,GapGuard-Raw,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1343723075,B04,B06,GapGuard-Raw,GapGuard-ClassStrat,2914,0.9442644199611148,0.9713333333333334,0.9713333333333334
B,3000,1343723075,B05,B06,GapGuard-Raw,GapGuard-ClassStrat,2682,0.8083182640144665,0.894,0.894
B,3000,1385197443,B01,B02,LowConfidence-Defect,Persistent-FN,2839,0.8981335020563113,0.9463333333333334,0.9463333333333334
B,3000,1385197443,B01,B03,LowConfidence-Defect,GapGuard-Raw,2701,0.8187329493785995,0.9003333333333333,0.9003333333333333
B,3000,1385197443,B01,B04,LowConfidence-Defect,GapGuard-Raw,2703,0.8198362147406734,0.901,0.901
B,3000,1385197443,B01,B05,LowConfidence-Defect,GapGuard-Raw,2414,0.6731734523145566,0.8046666666666666,0.8046666666666666
B,3000,1385197443,B01,B06,LowConfidence-Defect,GapGuard-ClassStrat,2705,0.8209408194233687,0.9016666666666666,0.9016666666666666
B,3000,1385197443,B02,B03,Persistent-FN,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1385197443,B02,B04,Persistent-FN,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1385197443,B02,B05,Persistent-FN,GapGuard-Raw,2400,0.6666666666666666,0.8,0.8
B,3000,1385197443,B02,B06,Persistent-FN,GapGuard-ClassStrat,2700,0.8181818181818182,0.9,0.9
B,3000,1385197443,B03,B04,GapGuard-Raw,GapGuard-Raw,2850,0.9047619047619048,0.95,0.95
B,3000,1385197443,B03,B05,GapGuard-Raw,GapGuard-Raw,2550,0.7391304347826086,0.85,0.85
B,3000,1385197443,B03,B06,GapGuard-Raw,GapGuard-ClassStrat,2846,0.9023462270133163,0.9486666666666668,0.9486666666666668
B,3000,1385197443,B04,B05,GapGuard-Raw,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1385197443,B04,B06,GapGuard-Raw,GapGuard-ClassStrat,2914,0.9442644199611148,0.9713333333333334,0.9713333333333334
B,3000,1385197443,B05,B06,GapGuard-Raw,GapGuard-ClassStrat,2682,0.8083182640144665,0.894,0.894
B,3000,1829910790,B01,B02,LowConfidence-Defect,Persistent-FN,2839,0.8981335020563113,0.9463333333333334,0.9463333333333334
B,3000,1829910790,B01,B03,LowConfidence-Defect,GapGuard-Raw,2701,0.8187329493785995,0.9003333333333333,0.9003333333333333
B,3000,1829910790,B01,B04,LowConfidence-Defect,GapGuard-Raw,2703,0.8198362147406734,0.901,0.901
B,3000,1829910790,B01,B05,LowConfidence-Defect,GapGuard-Raw,2414,0.6731734523145566,0.8046666666666666,0.8046666666666666
B,3000,1829910790,B01,B06,LowConfidence-Defect,GapGuard-ClassStrat,2705,0.8209408194233687,0.9016666666666666,0.9016666666666666
B,3000,1829910790,B02,B03,Persistent-FN,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1829910790,B02,B04,Persistent-FN,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1829910790,B02,B05,Persistent-FN,GapGuard-Raw,2400,0.6666666666666666,0.8,0.8
B,3000,1829910790,B02,B06,Persistent-FN,GapGuard-ClassStrat,2700,0.8181818181818182,0.9,0.9
B,3000,1829910790,B03,B04,GapGuard-Raw,GapGuard-Raw,2850,0.9047619047619048,0.95,0.95
B,3000,1829910790,B03,B05,GapGuard-Raw,GapGuard-Raw,2550,0.7391304347826086,0.85,0.85
B,3000,1829910790,B03,B06,GapGuard-Raw,GapGuard-ClassStrat,2846,0.9023462270133163,0.9486666666666668,0.9486666666666668
B,3000,1829910790,B04,B05,GapGuard-Raw,GapGuard-Raw,2700,0.8181818181818182,0.9,0.9
B,3000,1829910790,B04,B06,GapGuard-Raw,GapGuard-ClassStrat,2914,0.9442644199611148,0.9713333333333334,0.9713333333333334
B,3000,1829910790,B05,B06,GapGuard-Raw,GapGuard-ClassStrat,2682,0.8083182640144665,0.894,0.894
