triad_id,condition_slot,control,smd_mean_p_defect,smd_correct_rate,smd_std_p_defect,max_abs_smd
TRIAD_030,A10,R1,5.1212144961836685,-5.0203111054663605,2.741295915200921,5.1212144961836685
TRIAD_030,A10,R2,0.0924250663247316,-0.0997515355925795,-0.0381901791342262,0.0997515355925795
TRIAD_031,A11,R1,1.5539150844363858,-1.1639202813626552,2.6318356397269773,2.6318356397269773
TRIAD_031,A11,R2,0.0042859678880341,-0.0026067588727225,0.0351789854328535,0.0351789854328535
TRIAD_032,A11,R1,1.4058417501420983,-1.0713882319734147,2.451969250209462,2.451969250209462
TRIAD_032,A11,R2,0.0026451666447553,-0.0033266271485702,0.0355623027745761,0.0355623027745761
TRIAD_033,A11,R1,1.4921124367372456,-1.1270961155903618,2.464207938962676,2.464207938962676
TRIAD_033,A11,R2,0.0022446764133106,-0.0018838026602538,0.0379848250464244,0.0379848250464244
TRIAD_034,A12,R1,1.353883057063363,-0.9263109088553332,2.175868775697467,2.175868775697467
TRIAD_034,A12,R2,-0.0010876978574783,-0.0251200536270636,0.0744909926379403,0.0744909926379403
TRIAD_035,A12,R1,1.3556102386359337,-0.915919832318272,2.2023098731376383,2.2023098731376383
TRIAD_035,A12,R2,-0.0011999285117315,-0.0245533911051789,0.0786019572792917,0.0786019572792917
TRIAD_036,A12,R1,1.3556474681140604,-0.912724120008973,2.167784188374303,2.167784188374303
TRIAD_036,A12,R2,-0.0014579116208821,-0.0242889931073255,0.0774202206293018,0.0774202206293018
TRIAD_037,A13,R1,1.5911287433625887,-1.1122115191354742,1.4388049921699146,1.5911287433625887
TRIAD_037,A13,R2,0.0293967900258472,0.0290919910178795,-0.0086025044496895,0.0293967900258472
TRIAD_038,A13,R1,1.5801740639062123,-1.1021186200745203,1.3739931287381193,1.5801740639062123
TRIAD_038,A13,R2,0.0291124180184109,0.0303556101805538,-0.0121523460672587,0.0303556101805538
TRIAD_039,A13,R1,1.5963548616091092,-1.1134641192696897,1.4365681028945951,1.5963548616091092
TRIAD_039,A13,R2,0.0292479805931762,0.0302419371509939,-0.0105313115748616,0.0302419371509939
TRIAD_040,A14,R1,2.0726707261976376,-1.3657772926005058,3.5056356147319208,3.5056356147319208
TRIAD_040,A14,R2,0.0676997305432767,-0.077385581107525,0.0998982859350279,0.0998982859350279
TRIAD_041,A14,R1,1.984753760831201,-1.3242155689948931,3.4441808678192425,3.4441808678192425
TRIAD_041,A14,R2,0.0633693552042587,-0.0742553456829813,0.0998310553737545,0.0998310553737545
TRIAD_042,A14,R1,2.0544032018079794,-1.3683012808979285,3.431141703878884,3.431141703878884
TRIAD_042,A14,R2,0.0588747154161783,-0.069352706628949,0.0998340672626575,0.0998340672626575
TRIAD_043,A15,R1,1.671597991017584,-1.1387290944868274,2.6180912625924138,2.6180912625924138
TRIAD_043,A15,R2,0.0830794720533493,-0.0716279353737485,0.0998902967864334,0.0998902967864334
TRIAD_044,A15,R1,1.7516667322840738,-1.185765753521829,2.672938709840806,2.672938709840806
TRIAD_044,A15,R2,0.0749758174334439,-0.0645827737061094,0.0996058969926276,0.0996058969926276
TRIAD_045,A15,R1,1.6820231933565364,-1.1468475494782704,2.661515242889818,2.661515242889818
TRIAD_045,A15,R2,0.0779570982898213,-0.0666632558829667,0.0996062140962914,0.0996062140962914
TRIAD_046,A16,R1,0.924111220016382,-0.4067182253313763,1.8436000091692744,1.8436000091692744
TRIAD_046,A16,R2,0.0892106582296577,-0.0573535915482756,0.0999270832714809,0.0999270832714809
TRIAD_047,A16,R1,0.949286034711527,-0.4317975282116702,1.8495520906784733,1.8495520906784733
TRIAD_047,A16,R2,0.0914788391063271,-0.0558558837807747,0.0999336237913118,0.0999336237913118
TRIAD_048,A16,R1,0.9345746012174896,-0.3916847354927472,1.847515673364067,1.847515673364067
TRIAD_048,A16,R2,0.0900038585430462,-0.0539146630579756,0.0992770527554074,0.0992770527554074
TRIAD_049,A17,R1,1.9712612666384557,-1.3110166284007905,3.325751421330117,3.325751421330117
TRIAD_049,A17,R2,0.0657072492775351,-0.0713774295909119,0.0998540901207477,0.0998540901207477
TRIAD_050,A17,R1,2.0431897722362087,-1.3543027515190185,3.4220362985758186,3.4220362985758186
TRIAD_050,A17,R2,0.0637344129605081,-0.0696812605104905,0.0999855766823317,0.0999855766823317
TRIAD_051,A17,R1,1.9806027309979737,-1.3113345839046056,3.335171637724696,3.335171637724696
TRIAD_051,A17,R2,0.0696829923431949,-0.0773651535652954,0.0993611356700158,0.0993611356700158
TRIAD_052,A18,R1,1.545229427349671,-0.8606474476454956,2.630666850198527,2.630666850198527
TRIAD_052,A18,R2,0.0534560402706677,-0.0348069736648028,0.0999867216480729,0.0999867216480729
TRIAD_053,A18,R1,1.5572172241035254,-0.8648151810865664,2.631374773710362,2.631374773710362
TRIAD_053,A18,R2,0.0423649389462473,-0.0225264850542434,0.0999068852602781,0.0999068852602781
TRIAD_054,A18,R1,1.525363068179696,-0.8576383782023237,2.582979213169628,2.582979213169628
TRIAD_054,A18,R2,0.0477052369739512,-0.0288315205996946,0.0998630936843021,0.0998630936843021
TRIAD_055,A19,R1,1.4487247451149037,-0.9694914203515084,2.466053486329049,2.466053486329049
TRIAD_055,A19,R2,0.0849983605365412,-0.070842843740718,0.0999855811404191,0.0999855811404191
TRIAD_056,A19,R1,1.5172080157004224,-1.018495255277643,2.5598958633173527,2.5598958633173527
TRIAD_056,A19,R2,0.0735755516284743,-0.0629742249229903,0.0999593628260802,0.0999593628260802
TRIAD_057,A19,R1,1.493130216702102,-0.9956066436262742,2.5167803733718848,2.5167803733718848
TRIAD_057,A19,R2,0.0819147606114261,-0.0691797967371346,0.0998752952666767,0.0998752952666767
TRIAD_058,B01,R1,-0.3587792034014238,-0.3074585813507206,0.2025907524041029,0.3587792034014238
TRIAD_058,B01,R2,-0.0024194171500979,4.355047089026367e-05,0.0029623262659993,0.0029623262659993
TRIAD_059,B01,R1,-0.3514685205680279,-0.2995475108782521,0.1885213280622505,0.3514685205680279
TRIAD_059,B01,R2,-0.0024161940482293,0.0005822233574788,0.0040084154850309,0.0040084154850309
TRIAD_060,B01,R1,-0.3548556487640275,-0.3028394666743282,0.1947937072942786,0.3548556487640275
TRIAD_060,B01,R2,-0.0024961173967191,0.0001905066768808,0.0029807166821167,0.0029807166821167
TRIAD_061,B02,R1,-0.3387856412218089,-0.3200402770256515,0.1150365786750815,0.3387856412218089
TRIAD_061,B02,R2,-0.0019341914330353,-0.0008270720281709,-0.000674190188906,0.0019341914330353
TRIAD_062,B02,R1,-0.3289379741562713,-0.3117043089282359,0.1038927036137451,0.3289379741562713
TRIAD_062,B02,R2,-0.000540486235209,-0.0008589087054937,-0.0022761281454684,0.0022761281454684
TRIAD_063,B02,R1,-0.3312364140874736,-0.3113383728503534,0.1094014261415166,0.3312364140874736
TRIAD_063,B02,R2,-0.0013178008946881,-0.0008429910659834,-0.0017158081465361,0.0017158081465361
TRIAD_064,B03,R1,-0.1150360649292788,-0.0930266594618575,0.2414921411739161,0.2414921411739161
TRIAD_064,B03,R2,-0.0029537132512649,-0.0020096874217966,0.0022385609273646,0.0029537132512649
TRIAD_065,B03,R1,-0.1173050552613256,-0.0941594138435623,0.2474238390537033,0.2474238390537033
TRIAD_065,B03,R2,-0.0019745379039922,-0.0013146270506119,0.0023172542395235,0.0023172542395235
TRIAD_066,B03,R1,-0.123729881174982,-0.0992027327537434,0.253969219830562,0.253969219830562
TRIAD_066,B03,R2,-0.0026010581705639,-0.0016247461507084,0.0023226237220958,0.0026010581705639
TRIAD_067,B04,R1,-0.2115542652332909,-0.189443282421073,0.4329055980438525,0.4329055980438525
TRIAD_067,B04,R2,-0.0024762052902791,-0.0022384731364739,0.0055440270336586,0.0055440270336586
TRIAD_068,B04,R1,-0.2109363627002951,-0.1889019242222551,0.428473186701786,0.428473186701786
TRIAD_068,B04,R2,-0.0021144343287625,-0.0015425571778908,0.0051105052902439,0.0051105052902439
TRIAD_069,B04,R1,-0.2135276630780538,-0.1918683886972768,0.4296770684414459,0.4296770684414459
TRIAD_069,B04,R2,-0.0049919402009004,-0.003517480979293,0.005439565950712,0.005439565950712
TRIAD_070,B05,R1,-0.361553646465898,-0.3718801709819447,0.7044213510106379,0.7044213510106379
TRIAD_070,B05,R2,-0.0077055293425235,-0.0061146600091765,0.0131117065128517,0.0131117065128517
TRIAD_071,B05,R1,-0.3589725155336652,-0.3675472190861627,0.7040037901336459,0.7040037901336459
TRIAD_071,B05,R2,-0.0034774114699308,-0.0032551626312058,0.0125757210003922,0.0125757210003922
TRIAD_072,B05,R1,-0.3609943180562994,-0.3687184013897041,0.7089369465845594,0.7089369465845594
TRIAD_072,B05,R2,-0.0073984892395449,-0.0064556926896086,0.013114135436184,0.013114135436184
TRIAD_073,B06,R1,-0.2060799533296456,-0.183898003831115,0.4153193565819374,0.4153193565819374
TRIAD_073,B06,R2,-0.0029724318654489,-0.0020760349005945,0.0067608768392039,0.0067608768392039
TRIAD_074,B06,R1,-0.2067284549530675,-0.1836717739114537,0.4190507720363437,0.4190507720363437
TRIAD_074,B06,R2,-0.0039268520429496,-0.0025119680155544,0.0069376839552836,0.0069376839552836
TRIAD_075,B06,R1,-0.2109061520757385,-0.1909903499075296,0.4204178699811672,0.4204178699811672
TRIAD_075,B06,R2,0.0001250143957107,0.0005863840801149,0.0072145341069087,0.0072145341069087
TRIAD_076,A02,R1,2.01777286280723,-1.3299375062547274,3.600745583716497,3.600745583716497
TRIAD_076,A02,R2,0.063084065690296,-0.071594741424998,0.099962360571218,0.099962360571218
TRIAD_077,A02,R1,1.978725507806676,-1.3302893876552453,3.425387667275819,3.425387667275819
TRIAD_077,A02,R2,0.0556979627916134,-0.0674378489916224,0.099528747792461,0.099528747792461
TRIAD_078,A02,R1,2.009068691630806,-1.3328553441405129,3.4570569683994563,3.4570569683994563
TRIAD_078,A02,R2,0.0589440614894984,-0.068484223016632,0.0997712819968734,0.0997712819968734
TRIAD_079,A02,R1,2.008216827642844,-1.3271144955560257,3.5318770610386285,3.5318770610386285
TRIAD_079,A02,R2,0.0664687301551336,-0.0752558199592481,0.0997188022571037,0.0997188022571037
TRIAD_080,A02,R1,2.0004274644194955,-1.335617788743113,3.415995660594636,3.415995660594636
TRIAD_080,A02,R2,0.0614638172432308,-0.0708145417292337,0.0999274725407079,0.0999274725407079
