run_slot,machine_id,resume_count,segment_count,training_duration_seconds,training_duration_hours,duration_complete,optimizer_steps_total,epochs
RUN_045,machine_05,0,1,47881.4806432724,13.30041128979789,True,188600,200
RUN_046,machine_06,0,1,52526.481971263885,14.59068943646219,True,192200,200
RUN_047,machine_06,0,1,51986.38202023506,14.440661672287517,True,192200,200
RUN_048,machine_06,1,2,,,False,192200,200
RUN_049,machine_07,0,1,47995.41836547852,13.332060657077363,True,192200,200
RUN_050,machine_07,0,1,47872.56742954254,13.29793539709515,True,192200,200
RUN_051,machine_07,0,1,47853.33517432213,13.29259310397837,True,192200,200
RUN_052,machine_08,0,1,49194.65218639374,13.66518116288715,True,192200,200
RUN_053,machine_08,0,1,48969.87197756767,13.60274221599102,True,192200,200
RUN_054,machine_08,0,1,48621.367251873016,13.505935347742504,True,192200,200
RUN_055,machine_09,0,1,50893.411902189255,14.137058861719238,True,188600,200
RUN_056,machine_09,0,1,50562.40665268898,14.045112959080273,True,188600,200
RUN_057,machine_09,1,2,50496.06727004051,14.02668535278903,True,188600,200
RUN_058,machine_10,0,1,50094.04980683327,13.915013835231465,True,188600,200
RUN_059,machine_10,0,1,50002.869389534,13.889685941537222,True,188600,200
RUN_060,machine_10,1,2,50048.357560396194,13.902321544554498,True,188600,200
RUN_061,machine_01,0,1,48110.37314915657,13.36399254143238,True,188600,200
RUN_062,machine_01,0,1,48006.2267408371,13.33506298356586,True,188600,200
RUN_063,machine_01,0,1,48002.76245427132,13.334100681742031,True,188600,200
RUN_064,machine_02,0,1,50616.7328953743,14.060203582048416,True,192200,200
RUN_065,machine_02,0,1,51468.52725934982,14.296813127597174,True,192200,200
RUN_066,machine_02,0,1,51457.59515428543,14.293776431745954,True,192200,200
RUN_067,machine_03,1,2,50187.362484931946,13.940934023592208,True,192200,200
RUN_068,machine_03,0,1,53075.57381510735,14.74321494864093,True,192200,200
RUN_069,machine_03,0,1,48543.33901190758,13.484260836640994,True,192200,200
RUN_070,machine_04,0,1,48658.32168793678,13.516200468871329,True,192200,200
RUN_071,machine_04,0,1,49010.47588300705,13.614021078613067,True,192200,200
RUN_072,machine_04,0,1,48640.5319480896,13.511258874469334,True,192200,200
RUN_073,machine_05,0,1,46567.21398806572,12.935337218907144,True,188600,200
RUN_074,machine_05,0,1,47637.87027430534,13.232741742862595,True,188600,200
RUN_075,machine_05,0,1,47601.714968681335,13.222698602411482,True,188600,200
RUN_076,machine_06,0,1,54560.36019396782,15.155655609435506,True,188600,200
RUN_077,machine_06,0,1,55398.25507879257,15.388404188553492,True,188600,200
RUN_078,machine_06,0,1,55645.88446116448,15.457190128101242,True,188600,200
RUN_079,machine_07,2,3,,,False,188600,200
RUN_080,machine_07,0,1,46589.348007678986,12.941485557688608,True,188600,200
RUN_081,machine_07,0,1,46564.39570951462,12.93455436375406,True,188600,200
RUN_082,machine_08,1,2,48944.77538156509,13.595770939323636,True,192200,200
RUN_083,machine_08,0,1,48663.947633743286,13.517763231595357,True,192200,200
RUN_084,machine_08,0,1,48645.74332284928,13.512706478569244,True,192200,200
RUN_085,machine_09,0,1,50021.82096505165,13.894950268069904,True,192200,200
RUN_086,machine_09,0,1,50395.39240050316,13.998720111250876,True,192200,200
RUN_087,machine_09,0,1,50315.77668213844,13.976604633927344,True,192200,200
RUN_088,machine_10,0,1,48319.310019016266,13.422030560837852,True,192200,200
RUN_089,machine_10,0,1,48902.39763021469,13.583999341726305,True,192200,200
RUN_090,machine_10,0,1,49028.30889391899,13.618974692755277,True,192200,200
RUN_091,machine_01,1,2,,,False,188600,200
RUN_092,machine_01,0,1,47867.75338292122,13.29659816192256,True,188600,200
RUN_093,machine_01,0,1,48190.77153635025,13.38632542676396,True,188600,200
RUN_094,machine_02,0,1,50605.70860791206,14.057141279975571,True,188600,200
RUN_095,machine_02,0,1,50377.05140328407,13.993625389801132,True,188600,200
RUN_096,machine_02,0,1,50657.19033646584,14.0714417601294,True,188600,200
RUN_097,machine_03,0,1,47957.58517384529,13.321551437179249,True,188600,200
RUN_098,machine_03,0,1,48065.0232629776,13.351395350827111,True,188600,200
RUN_099,machine_03,0,1,48092.13204455376,13.3589255679316,True,188600,200
RUN_100,machine_04,1,2,,,False,192200,200
RUN_101,machine_04,0,1,48814.0525329113,13.559459036919806,True,192200,200
RUN_102,machine_04,0,1,49551.58041930199,13.764327894250552,True,192200,200
RUN_103,machine_05,1,2,,,False,192200,200
RUN_104,machine_05,0,1,48382.17926931381,13.43949424147606,True,192200,200
RUN_105,machine_05,0,1,48913.84158825874,13.587178218960762,True,192200,200
RUN_106,machine_06,0,1,55946.02390170097,15.540562194916935,True,192200,200
RUN_107,machine_06,1,2,,,False,192200,200
RUN_108,machine_06,0,1,56626.18396925926,15.729495547016462,True,192200,200
RUN_109,machine_07,0,1,47463.33254814148,13.18425904115041,True,192200,200
RUN_110,machine_07,0,1,47477.543798685074,13.188206610745851,True,192200,200
RUN_111,machine_07,0,1,47621.164034843445,13.228101120789846,True,192200,200
RUN_112,machine_08,0,1,48619.576332092285,13.505437870025634,True,192200,200
RUN_113,machine_08,0,1,48721.57265043259,13.533770180675718,True,192200,200
RUN_114,machine_08,0,1,48753.51601314545,13.542643336984847,True,192200,200
RUN_115,machine_09,0,1,50394.44917178154,13.99845810327265,True,192200,200
RUN_116,machine_09,0,1,50817.11657500267,14.11586571527852,True,192200,200
RUN_117,machine_09,0,1,50181.89577579498,13.939415493276384,True,192200,200
RUN_118,machine_10,0,1,49037.35427355766,13.621487298210464,True,192200,200
RUN_119,machine_10,0,1,49125.080235004425,13.645855620834563,True,192200,200
RUN_120,machine_10,0,1,49377.51800870896,13.715977224641376,True,192200,200
RUN_121,machine_01,0,1,48552.37566065788,13.486771016849412,True,192200,200
RUN_122,machine_01,0,1,49076.49574446678,13.63235992901855,True,192200,200
RUN_123,machine_01,0,1,49112.50663733482,13.642362954815228,True,192200,200
RUN_124,machine_02,0,1,51393.115359544754,14.27586537765132,True,192200,200
RUN_125,machine_02,0,1,51183.79025793076,14.217719516091876,True,192200,200
RUN_126,machine_02,0,1,51297.73238110542,14.249370105862615,True,192200,200
RUN_127,machine_03,0,1,48947.767986536026,13.596602218482229,True,192200,200
RUN_128,machine_03,0,1,49154.08180451393,13.65391161236498,True,192200,200
RUN_129,machine_03,0,1,49194.4490571022,13.665124738083945,True,192200,200
RUN_130,machine_04,0,1,49273.48112726212,13.687078090906144,True,192200,200
RUN_131,machine_04,0,1,49028.87641882896,13.6191323385636,True,192200,200
RUN_132,machine_04,0,1,49481.01903438568,13.74472750955158,True,192200,200
RUN_133,machine_05,0,1,48625.54967737198,13.507097132603327,True,192200,200
RUN_134,machine_05,0,1,47701.29907274246,13.250360853539572,True,192200,200
RUN_135,machine_05,0,1,47722.72306632996,13.256311962869432,True,192200,200
RUN_136,machine_06,0,1,56290.81086945534,15.636336352626484,True,192200,200
RUN_137,machine_06,0,1,56061.323682546616,15.572589911818504,True,192200,200
RUN_138,machine_06,0,1,55829.75757074356,15.50826599187321,True,192200,200
RUN_139,machine_07,0,1,47571.94044756889,13.21442790210247,True,192200,200
RUN_140,machine_07,0,1,47729.40031886101,13.258166755239168,True,192200,200
RUN_141,machine_07,0,1,47654.68926763535,13.237413685454262,True,192200,200
RUN_142,machine_08,0,1,48758.3930888176,13.54399808022711,True,192200,200
RUN_143,machine_08,0,1,48794.658629179,13.554071841438612,True,192200,200
RUN_144,machine_08,0,1,48828.03124475479,13.563342012431889,True,192200,200
RUN_145,machine_09,0,1,50422.303706884384,14.006195474134552,True,192200,200
RUN_146,machine_09,0,1,50279.1361644268,13.96642671234078,True,192200,200
RUN_147,machine_09,0,1,50142.31620979309,13.92842116938697,True,192200,200
RUN_148,machine_10,0,1,49327.322275877,13.70203396552139,True,192200,200
RUN_149,machine_10,0,1,49404.41275334358,13.723447987039885,True,192200,200
RUN_150,machine_10,0,1,49494.58717274666,13.748496436874072,True,192200,200
RUN_151,machine_01,0,1,48607.96344661713,13.502212068504758,True,192200,200
RUN_152,machine_11,0,1,76558.83142066002,21.26634206129445,True,192200,200
RUN_153,machine_11,0,1,72392.29669737816,20.108971304827268,True,192200,200
RUN_154,machine_02,0,1,53088.99208831787,14.746942246754964,True,197000,200
RUN_155,tail_accel_62,0,1,86401.18685698509,24.00032968249586,True,197000,200
RUN_156,tail_accel_62,0,1,87414.59054493904,24.28183070692751,True,197000,200
RUN_157,machine_03,0,1,50131.78843450546,13.92549678736263,True,197000,200
RUN_158,machine_03,0,1,50279.55129313469,13.966542025870748,True,197000,200
RUN_159,machine_03,0,1,50278.43810129166,13.966232805914348,True,197000,200
RUN_160,machine_04,0,1,49859.292025089264,13.849803340302572,True,197000,200
RUN_161,machine_04,0,1,50498.81276321411,14.027447989781695,True,197000,200
RUN_162,machine_04,0,1,49700.16993498802,13.805602759718894,True,197000,200
RUN_163,machine_05,0,1,47737.51308178902,13.26042030049695,True,192200,200
RUN_164,machine_11,0,1,70124.78774476051,19.47910770687792,True,192200,200
RUN_165,machine_05,0,1,48780.52692699432,13.550146368609534,True,192200,200
RUN_166,machine_06,0,1,56088.78690671921,15.58021858519978,True,192200,200
RUN_167,machine_11,0,1,75986.37355709076,21.107325988080767,True,192200,200
RUN_168,machine_11,0,1,76371.66947317123,21.21435263143645,True,192200,200
RUN_169,machine_07,0,1,47734.3454811573,13.259540411432583,True,192200,200
RUN_170,machine_07,0,1,47618.75305843353,13.227431405120424,True,192200,200
RUN_171,machine_07,0,1,47583.5639872551,13.217656663126416,True,192200,200
RUN_172,machine_08,0,1,48749.92523932457,13.54164589981238,True,192200,200
RUN_173,machine_08,0,1,48821.52188515663,13.561533856987952,True,192200,200
RUN_174,machine_08,0,1,48794.93229341507,13.554147859281963,True,192200,200
RUN_175,machine_09,0,1,50191.29979228973,13.942027720080482,True,192200,200
RUN_176,machine_09,0,1,50208.03096652031,13.946675268477865,True,192200,200
RUN_177,machine_09,0,1,50331.38347625733,13.980939854515924,True,192200,200
RUN_178,machine_10,0,1,49434.25175404549,13.731736598345968,True,192200,200
RUN_179,machine_10,0,1,49392.67803645134,13.720188343458704,True,192200,200
RUN_180,machine_10,0,1,49510.42379522324,13.75289549867312,True,192200,200
RUN_181,machine_01,0,1,48683.57093477249,13.523214148547916,True,192200,200
RUN_182,machine_12,0,1,48125.85459136963,13.36829294204712,True,192200,200
RUN_183,machine_12,0,1,48072.70600819588,13.353529446721076,True,192200,200
RUN_184,machine_02,0,1,51761.21248483658,14.378114579121272,True,192200,200
RUN_185,machine_12,0,1,47732.2680709362,13.258963353037837,True,192200,200
RUN_186,machine_12,0,1,47849.3091981411,13.291474777261415,True,192200,200
RUN_187,machine_03,0,1,49272.989884614944,13.686941634615264,True,192200,200
RUN_188,machine_12,0,1,47833.94823741913,13.287207843727536,True,192200,200
RUN_189,machine_12,0,1,48478.84875512123,13.466346876422564,True,192200,200
RUN_190,machine_04,0,1,49343.45419621468,13.706515054504075,True,192200,200
RUN_191,tail_accel_62,0,1,51454.01089477539,14.292780804104275,True,192200,200
RUN_192,tail_accel_62,0,1,51957.55414700508,14.432653929723632,True,192200,200
RUN_193,machine_05,0,1,48813.2170548439,13.55922695967886,True,192200,200
RUN_194,tail_accel_62,0,1,54441.5600771904,15.122655576997332,True,192200,200
RUN_195,tail_accel_62,0,1,52094.94094777107,14.47081692993641,True,192200,200
RUN_196,machine_06,0,1,53997.74090313912,14.999372473094198,True,192200,200
RUN_197,tail_accel_62,0,1,52676.38597893715,14.632329438593652,True,192200,200
RUN_198,tail_accel_62,0,1,51930.02234911919,14.425006208088664,True,192200,200
RUN_199,machine_07,0,1,47730.41045427322,13.258447348409227,True,192200,200
RUN_200,machine_12,0,1,48027.71194458008,13.341031095716689,True,192200,200
RUN_201,machine_12,0,1,47961.82607102394,13.322729464173316,True,192200,200
RUN_202,machine_08,0,1,48864.0469520092,13.573346375558112,True,192200,200
RUN_203,machine_12,0,1,47830.51173758507,13.286253260440295,True,192200,200
RUN_204,machine_12,0,1,48030.32430815697,13.341756752265823,True,192200,200
RUN_205,machine_09,0,1,50451.95319199562,14.014431442221008,True,192200,200
RUN_206,tail_accel_62,0,1,85434.02264022827,23.731672955618965,True,192200,200
RUN_207,tail_accel_62,0,1,84497.05038380623,23.47140288439062,True,192200,200
RUN_208,machine_10,0,1,49572.36194562912,13.770100540452534,True,192200,200
RUN_209,machine_12,0,1,47957.54111409187,13.321539198358854,True,192200,200
RUN_210,machine_02,0,1,51290.67209434509,14.24740891509586,True,192200,200
RUN_211,machine_01,0,1,49331.73273658752,13.703259093496534,True,192200,200
RUN_212,machine_12,0,1,48957.087832689285,13.599191064635912,True,192200,200
RUN_213,machine_12,0,1,47877.87957000733,13.2994109916687,True,192200,200
RUN_214,machine_07,0,1,47585.59426021576,13.218220627837711,True,192200,200
RUN_215,machine_12,0,1,47637.220301389694,13.23256119483047,True,192200,200
RUN_216,machine_12,0,1,47408.53285884857,13.169036905235714,True,192200,200
RUN_217,machine_03,0,1,49263.84836125374,13.684402322570485,True,192200,200
RUN_218,tail_accel_62,0,1,50024.743403196335,13.895762056443427,True,192200,200
RUN_219,tail_accel_62,0,1,51198.7440302372,14.221873341732556,True,192200,200
RUN_220,machine_12,0,1,48325.20289897919,13.423667471938662,True,192200,200
RUN_221,machine_11,1,2,,,False,192200,200
RUN_222,machine_11,0,1,76762.48921728134,21.32291367146704,True,192200,200
RUN_223,machine_05,0,1,47892.44315457344,13.303456431825955,True,192200,200
RUN_224,machine_12,0,1,48188.886044979095,13.38580167916086,True,192200,200
RUN_225,machine_12,0,1,47929.4355108738,13.313732086353832,True,192200,200
RUN_226,machine_06,0,1,54784.82900238037,15.21800805621677,True,192200,200
RUN_227,tail_accel_62,0,1,49533.10680413246,13.759196334481238,True,192200,200
RUN_228,tail_accel_62,0,1,49832.50921320915,13.842363670335876,True,192200,200
RUN_229,machine_07,0,1,47850.4244863987,13.291784579555191,True,192200,200
RUN_230,machine_11,0,1,75398.61092591286,20.94405859053135,True,192200,200
RUN_231,machine_11,0,1,75181.43360352516,20.88373155653477,True,192200,200
RUN_232,machine_08,0,1,48927.09990763664,13.590861085454623,True,192200,200
RUN_233,machine_12,0,1,49414.6395509243,13.72628876414564,True,192200,200
RUN_234,machine_12,0,1,48886.09316277504,13.579470322993066,True,192200,200
RUN_235,machine_09,0,1,50415.43014788628,14.004286152190632,True,192200,200
RUN_236,tail_accel_62,0,1,53034.83235836029,14.731897877322304,True,192200,200
RUN_237,tail_accel_62,0,1,50236.35368180275,13.954542689389651,True,192200,200
RUN_238,machine_10,0,1,49459.62815475464,13.738785598542956,True,192200,200
RUN_239,machine_11,0,1,73294.06124997139,20.359461458325384,True,192200,200
RUN_240,machine_11,0,1,72248.76056575775,20.06910015715493,True,192200,200
