epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990,ratio_id
103,epoch102.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_103.pt,2.192896,0.18,0.24,0.47619,0.511905,0.91048,0.90873,40,1,43,3,hn00
104,epoch103.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_104.pt,2.086874,0.21,0.26,0.511905,0.547619,0.9163,0.900794,43,2,46,4,hn00
105,epoch104.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_105.pt,2.017564,0.22,0.28,0.511905,0.583333,0.922566,0.896825,43,2,49,3,hn00
106,epoch105.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_106.pt,2.07371,0.19,0.36,0.464286,0.654762,0.934831,0.882937,39,2,55,4,hn00
107,epoch106.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_107.pt,2.117151,0.12,0.31,0.392857,0.535714,0.914286,0.902778,33,2,45,4,hn00
108,epoch107.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_108.pt,2.089048,0.08,0.24,0.297619,0.547619,0.9163,0.900794,25,2,46,4,hn00
109,epoch108.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_109.pt,2.097158,0.09,0.19,0.321429,0.511905,0.910284,0.906746,27,2,43,4,hn00
110,epoch109.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_110.pt,2.107728,0.09,0.23,0.357143,0.511905,0.910284,0.906746,30,2,43,4,hn00
111,epoch110.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_111.pt,2.135775,0.09,0.23,0.345238,0.52381,0.912281,0.904762,29,2,44,4,hn00
112,epoch111.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_112.pt,2.222128,0.11,0.27,0.392857,0.559524,0.918502,0.900794,33,2,47,3,hn00
113,epoch112.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_113.pt,2.359657,0.14,0.32,0.428571,0.583333,0.922395,0.894841,36,2,49,4,hn00
114,epoch113.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_114.pt,2.38306,0.16,0.31,0.452381,0.607143,0.926503,0.890873,38,2,51,4,hn00
115,epoch114.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_115.pt,2.373386,0.17,0.31,0.452381,0.607143,0.926503,0.890873,38,2,51,4,hn00
116,epoch115.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_116.pt,2.39993,0.15,0.31,0.440476,0.619048,0.928571,0.888889,37,1,52,4,hn00
117,epoch116.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_117.pt,2.442365,0.19,0.28,0.464286,0.583333,0.922395,0.894841,39,2,49,4,hn00
118,epoch117.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_118.pt,2.572736,0.16,0.31,0.380952,0.595238,0.924444,0.892857,32,2,50,4,hn00
119,epoch118.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_119.pt,2.4733,0.14,0.35,0.345238,0.607143,0.926503,0.890873,29,2,51,4,hn00
120,epoch119.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_120.pt,2.509921,0.13,0.3,0.321429,0.619048,0.928731,0.890873,27,2,52,3,hn00
121,epoch120.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_121.pt,2.474357,0.13,0.31,0.357143,0.654762,0.934831,0.882937,30,2,55,4,hn00
122,epoch121.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_122.pt,2.469451,0.13,0.32,0.369048,0.666667,0.936937,0.880952,31,2,56,4,hn00
123,epoch122.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_123.pt,2.549194,0.11,0.29,0.321429,0.619048,0.928571,0.888889,27,1,52,4,hn00
124,epoch123.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_124.pt,2.530205,0.1,0.21,0.297619,0.47619,0.904348,0.912698,25,2,40,4,hn00
125,epoch124.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_125.pt,2.528296,0.12,0.21,0.392857,0.452381,0.900433,0.916667,33,2,38,4,hn00
126,epoch125.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_126.pt,2.571772,0.11,0.24,0.369048,0.535714,0.914286,0.902778,31,1,45,4,hn00
127,epoch126.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_127.pt,2.553292,0.11,0.26,0.380952,0.583333,0.922395,0.894841,32,1,49,4,hn00
128,epoch127.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_128.pt,2.543329,0.12,0.25,0.380952,0.571429,0.920354,0.896825,32,2,48,4,hn00
129,epoch128.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_129.pt,2.619409,0.14,0.26,0.392857,0.547619,0.9163,0.900794,33,1,46,4,hn00
130,epoch129.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_130.pt,2.727416,0.15,0.27,0.392857,0.559524,0.918322,0.89881,33,2,47,4,hn00
131,epoch130.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_131.pt,2.792812,0.17,0.26,0.416667,0.559524,0.918322,0.89881,35,2,47,4,hn00
132,epoch131.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_132.pt,2.853129,0.16,0.27,0.416667,0.559524,0.918322,0.89881,35,2,47,4,hn00
133,epoch132.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_133.pt,2.898689,0.16,0.26,0.416667,0.571429,0.920354,0.896825,35,2,48,4,hn00
134,epoch133.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_134.pt,2.9318,0.18,0.26,0.416667,0.547619,0.9163,0.900794,35,2,46,4,hn00
135,epoch134.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_135.pt,2.9194,0.17,0.24,0.392857,0.535714,0.914286,0.902778,33,1,45,4,hn00
136,epoch135.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_136.pt,2.9214,0.2,0.23,0.440476,0.52381,0.912281,0.904762,37,2,44,4,hn00
137,epoch136.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_137.pt,2.952222,0.2,0.26,0.440476,0.535714,0.914286,0.902778,37,2,45,4,hn00
138,epoch137.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_138.pt,3.012141,0.21,0.25,0.452381,0.535714,0.914286,0.902778,38,2,45,4,hn00
139,epoch138.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_139.pt,3.042178,0.21,0.24,0.452381,0.52381,0.912281,0.904762,38,2,44,4,hn00
140,epoch139.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_140.pt,3.071911,0.19,0.25,0.440476,0.535714,0.914286,0.902778,37,2,45,4,hn00
141,epoch140.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_141.pt,3.030837,0.22,0.23,0.47619,0.488095,0.906318,0.910714,40,2,41,4,hn00
142,epoch141.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_142.pt,3.002648,0.21,0.23,0.47619,0.5,0.908497,0.910714,40,2,42,3,hn00
143,epoch142.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_143.pt,2.993229,0.2,0.24,0.47619,0.511905,0.910284,0.906746,40,2,43,4,hn00
144,epoch143.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_144.pt,2.99367,0.2,0.24,0.47619,0.5,0.908297,0.90873,40,2,42,4,hn00
145,epoch144.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_145.pt,2.98649,0.2,0.25,0.464286,0.5,0.908497,0.910714,39,2,42,3,hn00
146,epoch145.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_146.pt,2.992805,0.21,0.27,0.464286,0.571429,0.920354,0.896825,39,2,48,4,hn00
147,epoch146.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_147.pt,3.003487,0.23,0.28,0.488095,0.595238,0.924444,0.892857,41,2,50,4,hn00
148,epoch147.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_148.pt,2.997759,0.23,0.29,0.5,0.595238,0.924444,0.892857,42,2,50,4,hn00
149,epoch148.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_149.pt,2.987536,0.21,0.28,0.452381,0.595238,0.924444,0.892857,38,2,50,4,hn00
150,epoch149.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_150.pt,2.985029,0.2,0.28,0.452381,0.595238,0.924444,0.892857,38,2,50,4,hn00
151,epoch150.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_151.pt,2.981405,0.2,0.28,0.47619,0.595238,0.924444,0.892857,40,2,50,4,hn00
152,epoch151.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_152.pt,2.957584,0.18,0.28,0.452381,0.607143,0.926503,0.890873,38,2,51,4,hn00
153,epoch152.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_153.pt,2.936757,0.18,0.28,0.452381,0.607143,0.926503,0.890873,38,2,51,4,hn00
154,epoch153.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_154.pt,2.950452,0.17,0.26,0.440476,0.595238,0.924444,0.892857,37,2,50,4,hn00
155,epoch154.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_155.pt,2.949311,0.16,0.27,0.428571,0.595238,0.924444,0.892857,36,1,50,4,hn00
156,epoch155.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_156.pt,2.96191,0.18,0.29,0.440476,0.619048,0.928571,0.888889,37,2,52,4,hn00
157,epoch156.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_157.pt,2.981979,0.18,0.28,0.452381,0.595238,0.924444,0.892857,38,2,50,4,hn00
158,epoch157.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_158.pt,2.993844,0.19,0.27,0.464286,0.595238,0.924444,0.892857,39,2,50,4,hn00
159,epoch158.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_159.pt,3.017095,0.2,0.27,0.452381,0.595238,0.924444,0.892857,38,2,50,4,hn00
160,epoch159.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_160.pt,3.037342,0.19,0.27,0.440476,0.595238,0.924444,0.892857,37,2,50,4,hn00
161,epoch160.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_161.pt,3.042435,0.22,0.27,0.464286,0.595238,0.924444,0.892857,39,2,50,4,hn00
162,epoch161.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_162.pt,3.050565,0.23,0.28,0.488095,0.607143,0.926503,0.890873,41,2,51,4,hn00
163,epoch162.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_163.pt,3.068354,0.23,0.28,0.488095,0.619048,0.928571,0.888889,41,2,52,4,hn00
164,epoch163.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_164.pt,3.091877,0.22,0.28,0.464286,0.619048,0.928571,0.888889,39,2,52,4,hn00
165,epoch164.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_165.pt,3.109718,0.21,0.28,0.464286,0.619048,0.928571,0.888889,39,2,52,4,hn00
166,epoch165.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_166.pt,3.122515,0.21,0.28,0.464286,0.607143,0.926503,0.890873,39,2,51,4,hn00
167,epoch166.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_167.pt,3.128744,0.2,0.28,0.452381,0.607143,0.926503,0.890873,38,2,51,4,hn00
168,epoch167.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_168.pt,3.134219,0.19,0.28,0.440476,0.607143,0.926503,0.890873,37,2,51,4,hn00
169,epoch168.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_169.pt,3.14269,0.18,0.28,0.440476,0.595238,0.924444,0.892857,37,2,50,4,hn00
170,epoch169.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_170.pt,3.155386,0.18,0.28,0.440476,0.607143,0.926503,0.890873,37,2,51,4,hn00
171,epoch170.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_171.pt,3.166574,0.17,0.28,0.416667,0.583333,0.922395,0.894841,35,2,49,4,hn00
172,epoch171.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_172.pt,3.178119,0.17,0.28,0.416667,0.583333,0.922395,0.894841,35,2,49,4,hn00
173,epoch172.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_173.pt,3.184866,0.17,0.28,0.416667,0.583333,0.922395,0.894841,35,2,49,4,hn00
174,epoch173.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_174.pt,3.187087,0.16,0.28,0.416667,0.583333,0.922395,0.894841,35,2,49,4,hn00
175,epoch174.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_175.pt,3.189827,0.16,0.27,0.416667,0.535714,0.914286,0.902778,35,2,45,4,hn00
176,epoch175.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_176.pt,3.195524,0.16,0.27,0.416667,0.547619,0.9163,0.900794,35,2,46,4,hn00
177,epoch176.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_177.pt,3.199496,0.15,0.27,0.404762,0.571429,0.920354,0.896825,34,2,48,4,hn00
178,epoch177.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_178.pt,3.204389,0.15,0.27,0.404762,0.571429,0.920354,0.896825,34,2,48,4,hn00
179,epoch178.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_179.pt,3.208363,0.14,0.27,0.404762,0.547619,0.9163,0.900794,34,2,46,4,hn00
180,epoch179.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_180.pt,3.219751,0.14,0.27,0.404762,0.547619,0.9163,0.900794,34,2,46,4,hn00
181,epoch180.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_181.pt,3.227694,0.15,0.27,0.404762,0.547619,0.9163,0.900794,34,2,46,4,hn00
182,epoch181.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_182.pt,3.233524,0.15,0.27,0.404762,0.547619,0.9163,0.900794,34,2,46,4,hn00
183,epoch182.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_183.pt,3.240501,0.15,0.28,0.404762,0.547619,0.9163,0.900794,34,2,46,4,hn00
184,epoch183.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_184.pt,3.242896,0.14,0.28,0.369048,0.547619,0.9163,0.900794,31,2,46,4,hn00
185,epoch184.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_185.pt,3.245041,0.14,0.28,0.369048,0.547619,0.9163,0.900794,31,2,46,4,hn00
186,epoch185.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_186.pt,3.248936,0.14,0.29,0.369048,0.547619,0.9163,0.900794,31,2,46,4,hn00
187,epoch186.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_187.pt,3.254039,0.13,0.3,0.357143,0.571429,0.920354,0.896825,30,2,48,4,hn00
188,epoch187.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_188.pt,3.261026,0.13,0.3,0.357143,0.571429,0.920354,0.896825,30,2,48,4,hn00
189,epoch188.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_189.pt,3.265068,0.13,0.31,0.357143,0.595238,0.924444,0.892857,30,2,50,4,hn00
190,epoch189.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_190.pt,3.268923,0.13,0.31,0.357143,0.583333,0.922395,0.894841,30,2,49,4,hn00
191,epoch190.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_191.pt,3.274459,0.13,0.31,0.357143,0.583333,0.922395,0.894841,30,2,49,4,hn00
192,epoch191.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_192.pt,3.278491,0.13,0.31,0.357143,0.571429,0.920354,0.896825,30,2,48,4,hn00
193,epoch192.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_193.pt,3.282077,0.13,0.31,0.357143,0.571429,0.920354,0.896825,30,2,48,4,hn00
194,epoch193.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_194.pt,3.286038,0.13,0.29,0.357143,0.559524,0.918322,0.89881,30,2,47,4,hn00
195,epoch194.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_195.pt,3.291882,0.13,0.29,0.357143,0.559524,0.918322,0.89881,30,2,47,4,hn00
196,epoch195.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_196.pt,3.296645,0.13,0.29,0.357143,0.559524,0.918322,0.89881,30,2,47,4,hn00
197,epoch196.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_197.pt,3.301239,0.13,0.3,0.345238,0.559524,0.918322,0.89881,29,2,47,4,hn00
198,epoch197.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_198.pt,3.306035,0.13,0.3,0.345238,0.559524,0.918322,0.89881,29,2,47,4,hn00
199,epoch198.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_199.pt,3.312611,0.13,0.3,0.345238,0.559524,0.918322,0.89881,29,2,47,4,hn00
200,epoch199.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate\yolo11m_gate2_formal_200ep\weights\epoch_200.pt,3.317859,0.13,0.3,0.333333,0.559524,0.918322,0.89881,28,2,47,4,hn00
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_001.pt,1.715291,0.16,0.19,0.511905,0.52381,0.912281,0.904762,43,2,44,4,hn14
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_002.pt,1.86612,0.17,0.19,0.428571,0.488095,0.906522,0.912698,36,2,41,3,hn14
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_003.pt,1.44711,0.12,0.21,0.357143,0.47619,0.904348,0.912698,30,2,40,4,hn14
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_004.pt,0.86012,0.05,0.08,0.22619,0.309524,0.877637,0.940476,19,2,26,4,hn14
