epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990,ratio_id
199,epoch_199.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_199.pt,3.856036,0.12,0.19,0.297619,0.380952,0.888889,0.928571,25,2,32,4,hn14
200,epoch_200.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn14_200ep\weights\epoch_200.pt,3.861901,0.12,0.19,0.285714,0.380952,0.888889,0.928571,24,2,32,4,hn14
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_001.pt,1.801013,0.21,0.23,0.559524,0.595238,0.924612,0.894841,47,2,50,3,hn20
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_002.pt,2.107677,0.13,0.25,0.333333,0.559524,0.918322,0.89881,28,2,47,4,hn20
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_003.pt,1.85888,0.34,0.37,0.440476,0.5,0.908497,0.910714,37,2,42,3,hn20
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_004.pt,1.246982,0.15,0.18,0.428571,0.47619,0.904348,0.912698,36,2,40,4,hn20
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_005.pt,1.329482,0.23,0.27,0.309524,0.357143,0.88535,0.934524,26,2,30,3,hn20
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_006.pt,1.343293,0.08,0.12,0.297619,0.452381,0.900433,0.916667,25,2,38,4,hn20
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_007.pt,1.567455,0.18,0.26,0.404762,0.464286,0.902386,0.914683,34,1,39,4,hn20
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_008.pt,1.281646,0.16,0.24,0.297619,0.452381,0.900433,0.916667,25,2,38,4,hn20
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_009.pt,1.67395,0.08,0.16,0.238095,0.392857,0.890792,0.926587,20,2,33,4,hn20
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_010.pt,1.4476,0.17,0.17,0.345238,0.345238,0.883721,0.938492,29,2,29,2,hn20
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_011.pt,1.181001,0.09,0.14,0.321429,0.380952,0.888889,0.928571,27,2,32,4,hn20
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_012.pt,1.086861,0.1,0.12,0.285714,0.309524,0.877637,0.940476,24,2,26,4,hn20
13,epoch_013.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_013.pt,1.501938,0.17,0.18,0.47619,0.488095,0.906522,0.912698,40,2,41,3,hn20
14,epoch_014.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_014.pt,1.376153,0.15,0.15,0.404762,0.404762,0.893162,0.928571,34,2,34,2,hn20
15,epoch_015.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_015.pt,1.610026,0.23,0.25,0.357143,0.380952,0.889126,0.930556,30,2,32,3,hn20
16,epoch_016.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_016.pt,1.507738,0.06,0.12,0.202381,0.404762,0.892704,0.924603,17,2,34,4,hn20
17,epoch_017.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_017.pt,1.574243,0.12,0.23,0.321429,0.452381,0.900433,0.916667,27,1,38,4,hn20
18,epoch_018.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_018.pt,1.619318,0.13,0.15,0.47619,0.488095,0.906522,0.912698,40,2,41,3,hn20
19,epoch_019.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_019.pt,1.549494,0.14,0.14,0.238095,0.238095,0.86722,0.956349,20,2,20,2,hn20
20,epoch_020.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_020.pt,1.395374,0.1,0.17,0.369048,0.452381,0.900433,0.916667,31,2,38,4,hn20
21,epoch_021.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_021.pt,1.833059,0.22,0.27,0.392857,0.440476,0.898707,0.920635,33,2,37,3,hn20
22,epoch_022.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_022.pt,1.488513,0.1,0.13,0.238095,0.309524,0.877637,0.940476,20,2,26,4,hn20
23,epoch_023.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_023.pt,1.338338,0.09,0.09,0.321429,0.321429,0.88,0.94246,27,2,27,2,hn20
24,epoch_024.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_024.pt,1.654642,0.13,0.15,0.27381,0.333333,0.881356,0.936508,23,2,28,4,hn20
25,epoch_025.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_025.pt,1.682694,0.13,0.16,0.345238,0.380952,0.888889,0.928571,29,2,32,4,hn20
26,epoch_026.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_026.pt,1.839342,0.2,0.23,0.47619,0.511905,0.91048,0.90873,40,2,43,3,hn20
27,epoch_027.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_027.pt,1.882452,0.16,0.2,0.309524,0.380952,0.888889,0.928571,26,2,32,4,hn20
28,epoch_028.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_028.pt,2.174251,0.17,0.2,0.25,0.309524,0.877637,0.940476,21,2,26,4,hn20
29,epoch_029.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_029.pt,1.642192,0.13,0.16,0.416667,0.47619,0.904555,0.914683,35,1,40,3,hn20
30,epoch_030.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_030.pt,1.971778,0.28,0.31,0.488095,0.535714,0.914286,0.902778,41,2,45,4,hn20
31,epoch_031.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_031.pt,1.982262,0.21,0.22,0.464286,0.488095,0.906522,0.912698,39,2,41,3,hn20
32,epoch_032.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_032.pt,1.955988,0.17,0.2,0.404762,0.452381,0.900433,0.916667,34,2,38,4,hn20
33,epoch_033.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_033.pt,2.040604,0.26,0.26,0.488095,0.488095,0.906725,0.914683,41,2,41,2,hn20
34,epoch_034.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_034.pt,1.958418,0.15,0.23,0.321429,0.452381,0.900433,0.916667,27,2,38,4,hn20
35,epoch_035.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_035.pt,2.073148,0.23,0.25,0.464286,0.511905,0.91048,0.90873,39,2,43,3,hn20
36,epoch_036.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_036.pt,1.81843,0.19,0.29,0.428571,0.5,0.908297,0.90873,36,2,42,4,hn20
37,epoch_037.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_037.pt,2.190329,0.12,0.16,0.27381,0.369048,0.886994,0.930556,23,2,31,4,hn20
38,epoch_038.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_038.pt,1.997424,0.21,0.25,0.380952,0.5,0.908297,0.90873,32,2,42,4,hn20
39,epoch_039.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_039.pt,2.203418,0.14,0.19,0.357143,0.452381,0.900648,0.918651,30,2,38,3,hn20
40,epoch_040.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_040.pt,2.123702,0.15,0.18,0.333333,0.380952,0.888889,0.928571,28,2,32,4,hn20
41,epoch_041.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_041.pt,2.021587,0.25,0.31,0.440476,0.52381,0.912281,0.904762,37,2,44,4,hn20
42,epoch_042.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_042.pt,2.160498,0.14,0.23,0.27381,0.404762,0.892704,0.924603,23,2,34,4,hn20
43,epoch_043.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_043.pt,2.021617,0.22,0.24,0.369048,0.380952,0.888889,0.928571,31,2,32,4,hn20
44,epoch_044.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_044.pt,1.922659,0.14,0.19,0.464286,0.559524,0.918322,0.89881,39,2,47,4,hn20
45,epoch_045.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_045.pt,2.24729,0.15,0.17,0.297619,0.309524,0.877637,0.940476,25,2,26,4,hn20
46,epoch_046.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_046.pt,2.171226,0.13,0.16,0.285714,0.357143,0.885106,0.93254,24,2,30,4,hn20
47,epoch_047.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_047.pt,2.141299,0.13,0.14,0.392857,0.416667,0.894624,0.922619,33,2,35,4,hn20
48,epoch_048.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_048.pt,2.54137,0.12,0.18,0.25,0.404762,0.892704,0.924603,21,1,34,4,hn20
49,epoch_049.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_049.pt,1.900839,0.22,0.26,0.5,0.52381,0.912281,0.904762,42,2,44,4,hn20
50,epoch_050.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_050.pt,2.000696,0.13,0.17,0.309524,0.416667,0.894624,0.922619,26,2,35,4,hn20
51,epoch_051.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_051.pt,1.918905,0.17,0.19,0.47619,0.52381,0.912281,0.904762,40,2,44,4,hn20
52,epoch_052.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_052.pt,2.119973,0.2,0.25,0.416667,0.428571,0.896552,0.920635,35,1,36,4,hn20
53,epoch_053.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_053.pt,2.152601,0.17,0.27,0.333333,0.464286,0.902386,0.914683,28,2,39,4,hn20
54,epoch_054.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_054.pt,2.336004,0.11,0.17,0.25,0.416667,0.894624,0.922619,21,2,35,4,hn20
55,epoch_055.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_055.pt,2.790151,0.2,0.27,0.345238,0.428571,0.896552,0.920635,29,1,36,4,hn20
56,epoch_056.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_056.pt,2.534593,0.2,0.22,0.309524,0.345238,0.883475,0.936508,26,2,29,3,hn20
57,epoch_057.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_057.pt,2.357983,0.18,0.21,0.392857,0.428571,0.896552,0.920635,33,2,36,4,hn20
58,epoch_058.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_058.pt,2.529412,0.16,0.26,0.392857,0.511905,0.910284,0.906746,33,2,43,4,hn20
59,epoch_059.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_059.pt,2.358556,0.17,0.22,0.380952,0.47619,0.904348,0.912698,32,1,40,4,hn20
60,epoch_060.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_060.pt,2.524708,0.14,0.21,0.285714,0.404762,0.892704,0.924603,24,0,34,4,hn20
61,epoch_061.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_061.pt,2.462028,0.15,0.19,0.357143,0.428571,0.896552,0.920635,30,2,36,4,hn20
62,epoch_062.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_062.pt,2.610427,0.19,0.21,0.285714,0.321429,0.879493,0.938492,24,2,27,4,hn20
63,epoch_063.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_063.pt,2.434459,0.11,0.26,0.27381,0.52381,0.912281,0.904762,23,2,44,4,hn20
64,epoch_064.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_064.pt,2.323975,0.19,0.24,0.404762,0.440476,0.898488,0.918651,34,2,37,4,hn20
65,epoch_065.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_065.pt,2.379081,0.12,0.2,0.309524,0.440476,0.898488,0.918651,26,2,37,4,hn20
66,epoch_066.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_066.pt,2.314403,0.12,0.19,0.380952,0.511905,0.910284,0.906746,32,2,43,4,hn20
67,epoch_067.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_067.pt,2.380632,0.15,0.21,0.380952,0.464286,0.902386,0.914683,32,2,39,4,hn20
68,epoch_068.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_068.pt,2.57866,0.24,0.27,0.464286,0.488095,0.906318,0.910714,39,2,41,4,hn20
69,epoch_069.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_069.pt,2.427233,0.14,0.21,0.321429,0.488095,0.906318,0.910714,27,2,41,4,hn20
70,epoch_070.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_070.pt,2.588069,0.22,0.24,0.452381,0.488095,0.906318,0.910714,38,2,41,4,hn20
71,epoch_071.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_071.pt,2.557172,0.11,0.17,0.261905,0.416667,0.894624,0.922619,22,2,35,4,hn20
72,epoch_072.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_072.pt,2.507654,0.17,0.2,0.333333,0.392857,0.891026,0.928571,28,2,33,3,hn20
73,epoch_073.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_073.pt,2.532691,0.11,0.23,0.261905,0.547619,0.9163,0.900794,22,2,46,4,hn20
74,epoch_074.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_074.pt,2.753427,0.17,0.26,0.27381,0.428571,0.896552,0.920635,23,2,36,4,hn20
75,epoch_075.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_075.pt,2.536527,0.11,0.21,0.27381,0.404762,0.892704,0.924603,23,2,34,4,hn20
76,epoch_076.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_076.pt,2.482922,0.12,0.25,0.321429,0.452381,0.900433,0.916667,27,2,38,4,hn20
77,epoch_077.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_077.pt,2.999828,0.11,0.2,0.238095,0.404762,0.892704,0.924603,20,2,34,4,hn20
78,epoch_078.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_078.pt,2.802312,0.19,0.26,0.345238,0.488095,0.906318,0.910714,29,2,41,4,hn20
79,epoch_079.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_079.pt,2.924974,0.18,0.24,0.333333,0.464286,0.902386,0.914683,28,2,39,4,hn20
80,epoch_080.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_080.pt,2.802096,0.2,0.3,0.392857,0.511905,0.910284,0.906746,33,2,43,4,hn20
81,epoch_081.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_081.pt,2.64293,0.16,0.32,0.321429,0.559524,0.918322,0.89881,27,2,47,4,hn20
82,epoch_082.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_082.pt,2.588147,0.22,0.26,0.428571,0.5,0.908297,0.90873,36,2,42,4,hn20
83,epoch_083.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_083.pt,2.808508,0.15,0.24,0.333333,0.440476,0.898488,0.918651,28,1,37,4,hn20
84,epoch_084.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_084.pt,2.867109,0.18,0.31,0.404762,0.52381,0.912281,0.904762,34,2,44,4,hn20
85,epoch_085.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_085.pt,2.864337,0.16,0.25,0.369048,0.52381,0.912281,0.904762,31,2,44,4,hn20
86,epoch_086.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_086.pt,2.697323,0.21,0.24,0.464286,0.511905,0.91048,0.90873,39,2,43,3,hn20
87,epoch_087.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_087.pt,2.758836,0.24,0.27,0.52381,0.535714,0.914286,0.902778,44,1,45,4,hn20
88,epoch_088.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_088.pt,2.775057,0.18,0.29,0.416667,0.547619,0.9163,0.900794,35,2,46,4,hn20
89,epoch_089.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_089.pt,2.98883,0.14,0.26,0.27381,0.488095,0.906318,0.910714,23,2,41,4,hn20
90,epoch_090.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_090.pt,2.871557,0.1,0.22,0.178571,0.488095,0.906318,0.910714,15,2,41,4,hn20
91,epoch_091.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_091.pt,2.763298,0.13,0.24,0.309524,0.488095,0.906318,0.910714,26,2,41,4,hn20
92,epoch_092.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_092.pt,2.763489,0.15,0.28,0.333333,0.52381,0.912281,0.904762,28,2,44,4,hn20
93,epoch_093.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_093.pt,2.759202,0.15,0.23,0.369048,0.5,0.908497,0.910714,31,2,42,3,hn20
94,epoch_094.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_094.pt,2.709596,0.17,0.27,0.416667,0.52381,0.912281,0.904762,35,2,44,4,hn20
95,epoch_095.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn20_200ep\weights\epoch_095.pt,2.88598,0.18,0.29,0.440476,0.571429,0.920354,0.896825,37,2,48,4,hn20
