source_path,source_bytes,source_sha256,node_id,experiment_id,run_name,status,duration_sec,duration_hours,model_key,epochs,batch,imgsz,workers,training_seed,train_image_count,gpu_name,python_version,torch_version
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node16/HN-18/materials/run_dir/run_meta.json,4994,647F17D8FAEEEDE73D8DAA83E96B6D80C7AE91A07D0496364E1466D339CCB23C,16,HN-18,full_yolo11l_cls_20260625-133935,ok,62724.55,17.423486111111114,l,200,128,224,4,20260606,130800,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node16/RN-17/materials/run_dir/run_meta.json,4994,97535287A0CBB2E44B5074ACCDA1453699744A0599A6BE7E953FF588A6FD6E1D,16,RN-17,full_yolo11l_cls_20260624-194438,ok,62175.03,17.270841666666666,l,200,128,224,4,20260606,130200,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node16/RN-18/materials/run_dir/run_meta.json,4994,680692FEB7B0A1138B2A83F583B809EC08EDE9F9ED6481A3B2517DAD6A39AF32,16,RN-18,full_yolo11l_cls_20260626-074311,ok,62602.42,17.38956111111111,l,200,128,224,4,20260606,130800,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node18/HN-19/materials/run_dir/run_meta.json,11889,6CF998C05F499C475E95B9212748E74E7EB25372F4FCF77C0BBBBB421D763B0E,18,HN-19,full_yolo11l_cls_20260624-024612,ok,51163.3,14.212027777777779,l,200,128,224,4,20260606,131400,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node18/HN-20/materials/run_dir/run_meta.json,11890,CD7EBE8F5EA7162E329C188E9AF96EAD22ACD5371BA128A13258BF987142B01C,18,HN-20,full_yolo11l_cls_20260625-090553,ok,53261.19,14.794775000000001,l,200,128,224,4,20260606,132000,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node18/RN-19/materials/run_dir/run_meta.json,11890,18E1BB4629F18775CA0D921DED0B27ED057972513738F57010FD7CF550179F84,18,RN-19,full_yolo11l_cls_20260624-173754,ok,53344.37,14.817880555555556,l,200,128,224,4,20260606,131400,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node18/RN-20/materials/run_dir/run_meta.json,11890,C3417009CD8FF961F735A852898010AA38BC7127A4B1D029B7A3EA3F39BD2880,18,RN-20,full_yolo11l_cls_20260626-003316,ok,54016.37,15.004547222222223,l,200,128,224,4,20260606,132000,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node23/HN-03/materials/run_dir/run_meta.json,4994,994E3066F93434A758BCCDD7381E85F08644AF89690C985063907E9DEB9980C3,23,HN-03,full_yolo11l_cls_20260623-232609,ok,52044.37,14.456769444444445,l,200,128,224,4,20260606,121800,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node23/HN-04/materials/run_dir/run_meta.json,4972,8F87FA195642177866FD2CF2105F4FBB3E657B4D787D23953F7A7928DA0D9812,23,HN-04,full_yolo11l_cls_20260625-130848,ok,54475.46,15.132072222222222,l,200,128,224,4,20260606,122400,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node23/RN-03/materials/run_dir/run_meta.json,4993,8570D67F11A9C17EDAE4298E5D782EC91BE637F56AE9CD506356889E073A6627,23,RN-03,full_yolo11l_cls_20260624-143037,ok,53259.9,14.794416666666667,l,200,128,224,4,20260606,121800,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node23/RN-04/materials/run_dir/run_meta.json,4972,1218366B52913C41BB8BAAF4E5007FE8786D7F4015D280BA9A686841D19B95F6,23,RN-04,full_yolo11l_cls_20260626-045014,ok,52648.68,14.624633333333334,l,200,128,224,4,20260606,122400,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node24/HN-01/materials/run_dir/run_meta.json,4993,11AAC5BACA5BF6CFB838EC451C8DDA2821965F40AC65F78F8B52B0A1BF25E32D,24,HN-01,full_yolo11l_cls_20260623-215725,ok,51461.4,14.294833333333333,l,200,128,224,4,20260606,120600,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node24/HN-02/materials/run_dir/run_meta.json,4994,C89D31D5DA8EBDAB5B061247AD1FEA7197ECE2A99B44304278571E1CE34C539D,24,HN-02,full_yolo11l_cls_20260625-043653,ok,53764.66,14.934627777777779,l,200,128,224,4,20260606,121200,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node24/RN-01/materials/run_dir/run_meta.json,4994,82736B550EEBC5B1C9FE0195BA1FED8C8360C77A1749E2FDEEADB3486ACAECC7,24,RN-01,full_yolo11l_cls_20260624-134401,ok,51230.57,14.23071388888889,l,200,128,224,4,20260606,120600,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node24/RN-02/materials/run_dir/run_meta.json,4994,33915ACC3F9C5C902452F7A57B0F16A4D1F9851B81499E97AED9796B8514A897,24,RN-02,full_yolo11l_cls_20260625-201015,ok,51138.49,14.205136111111111,l,200,128,224,4,20260606,121200,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node30/HN-10/materials/run_dir/run_meta.json,4972,5480FB2AED2BB06B6AD9A8532EF1B4685CBA7789A93E7D6102A89CE6341F739E,30,HN-10,full_yolo11l_cls_20260625-151719,ok,78745.85,21.873847222222224,l,200,128,224,4,20260606,126000,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node30/RN-10/materials/run_dir/run_meta.json,4972,6C4788DC2F8F69BB5B2A198DD8E2DEC6AA7ABDBC25D1A6FF538F96E082A52F3D,30,RN-10,full_yolo11l_cls_20260626-212808,ok,77881.77,21.633825,l,200,128,224,4,20260606,126000,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node6/HN-07/materials/run_dir/run_meta.json,4994,2A2BCD60E6124B5EB4C4A0528E90AA2A33C1EB400E449C7BA172BFA46D6E33B9,6,HN-07,full_yolo11l_cls_20260624-000808,ok,57250.37,15.902880555555557,l,200,128,224,4,20260606,124200,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node6/HN-08/materials/run_dir/run_meta.json,4994,FB8A80D854F38BD2B7B2E45331BA418C2C009647EEEAAA4CD987D61915656C98,6,HN-08,full_yolo11l_cls_20260625-111508,ok,55342.62,15.372950000000001,l,200,128,224,4,20260606,124800,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node6/RN-07/materials/run_dir/run_meta.json,4994,A929B26B3AC15D08BEE5281E8AE533513E9707404F9F46F29098F0746863329A,6,RN-07,full_yolo11l_cls_20260624-173456,ok,60315.29,16.754247222222222,l,200,128,224,4,20260606,124200,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node6/RN-08/materials/run_dir/run_meta.json,4994,747CCB2BF8EAACE168581FFB15434D4F699C09056899AA8D9840DD63C0442F7E,6,RN-08,full_yolo11l_cls_20260626-033100,ok,57149.47,15.874852777777779,l,200,128,224,4,20260606,124800,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node8/HN-05/materials/run_dir/run_meta.json,4994,3B739F2C59B82F61924D2B1B0B14E1A2963A5D61A896206A39A2B927A3DF1536,8,HN-05,full_yolo11l_cls_20260623-234318,ok,53536.35,14.871208333333334,l,200,128,224,4,20260606,123000,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node8/HN-06/materials/run_dir/run_meta.json,4994,9515C397EA73CB55590F701B57D53BA14BCDCB6FDBBC73908903F9110810A19C,8,HN-06,full_yolo11l_cls_20260625-074553,ok,56707.99,15.752219444444444,l,200,128,224,4,20260606,123600,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node8/RN-05/materials/run_dir/run_meta.json,4994,93A9F0135DB30321CF685F20979642FA8F905DEE450DC5C127389E4B3F15039A,8,RN-05,full_yolo11l_cls_20260624-153426,ok,56039.92,15.566644444444444,l,200,128,224,4,20260606,123000,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node8/RN-06/materials/run_dir/run_meta.json,4994,ED130FA6BE261386C871A5231CB160B2C7635A4C6D8F1AE338F452DC6B126C74,8,RN-06,full_yolo11l_cls_20260626-000756,ok,57545.33,15.984813888888889,l,200,128,224,4,20260606,123600,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node9/HN-09/materials/run_dir/run_meta.json,4972,ACC78F95390FAD0B62A30F4E8C457DCA246F42D86129BBF946CCC6AE56A046AB,9,HN-09,full_yolo11l_cls_20260625-132754,ok,52759.23,14.655341666666667,l,200,128,224,4,20260606,125400,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
artifacts/stage1_phase1_hn_rn_40runs_20260630_redownload/materials_extract/stage1_phase1_hn_rn_20260623/node9/RN-09/materials/run_dir/run_meta.json,4972,A85583218507097CA8803326552DA76678910294AFF3978507F9E2BF0CB11389,9,RN-09,full_yolo11l_cls_20260626-044207,ok,53783.11,14.939752777777779,l,200,128,224,4,20260606,125400,NVIDIA GeForce RTX 3090,3.11.15,2.11.0+cu128
