paper_id,title,source_path,source_bytes,source_sha256,source_format,text_path,text_bytes,text_sha256,visible_characters,extraction_tool,receipt_path,reading_credit_granted
P0373,Deep Learning on a Data Diet: Finding Important Examples Early in\n Training,staging/broad_freeze_v2/sources/P0373.pdf,2241745,842B7D259D98E6C900D87F730D08B689F347DF70D764BF72E4A503DACA213058,PDF,staging/screened_text_v2/text/P0373.txt,95945,277D90028499B3B5941FB60FCA318C96FC840EE739A1C2E77E3DC04CC41E31E6,61758,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0373.txt.receipt.json,False
P0488,Learning to Reweight Examples for Robust Deep Learning,staging/broad_freeze_v2/sources/P0488.pdf,3044218,55976D603D1EF3620A1B0289F27A5F51ABFB60FA0A00F1A2F12364BC146CD88B,PDF,staging/screened_text_v2/text/P0488.txt,122381,3DADFDDFE6D127B7D4F498418B36D72DCB894C9DB36070C55FDEB17E562D96F3,44366,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0488.txt.receipt.json,False
P0427,QADYNAMICS: Training Dynamics-Driven Synthetic QA Diagnostic for Zero-Shot Commonsense Question Answering,staging/broad_freeze_v2/sources/P0427.pdf,1007832,7F77497EC65F82AF821387D608D430AED106D8C0A877FAD0B9E81804AF8E738B,PDF,staging/screened_text_v2/text/P0427.txt,76422,A7B8CF3D1A2D72B63D6C13F186DA84BDB2DB7BF33785EB172EB3B17F83097546,44438,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0427.txt.receipt.json,False
P0210,Impact of Data Pruning on Machine Learning Algorithm Performance,staging/broad_freeze_v2/sources/P0210.pdf,674995,8814B5B1FE4CAA19351FE050D5347EA9BD41EAD19A0C03D52036B195844D2F57,PDF,staging/screened_text_v2/text/P0210.txt,19864,80B92CB60DB35B2DA7DEFD5DF3D72CA03A4120A252C556B070693E240E8221C8,10232,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0210.txt.receipt.json,False
P0022,Latent State Models of Training Dynamics,staging/broad_freeze_v2/sources/P0022.pdf,3858343,4C8894137BB7C6903C175F714A1BC4E9E1026838C6322115350E19115E577E86,PDF,staging/screened_text_v2/text/P0022.txt,92350,607A19BB5AD763A4D2C6C479945678D795349BC9B815EE4A4502FF77DF9FF1B6,64610,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0022.txt.receipt.json,False
P0174,Distill on a Diet: Efficient Knowledge Distillation via Learnable Data Pruning,staging/broad_freeze_v2/sources/P0174.pdf,2229970,9C990060F4B9CDA4E70A9A0728162A7DFC6610DD178DF95A0FCA9853595C5648,PDF,staging/screened_text_v2/text/P0174.txt,134014,9A8466DCFD3FF3F06E6AE7999903FB56D45A0452D766BD8288AAA9FC04ABAFE5,87017,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0174.txt.receipt.json,False
P0009,"Prioritized Training on Points that are Learnable, Worth Learning, and Not Yet Learnt",staging/broad_freeze_v2/sources/P0009.pdf,1545992,0462CCB03E6139A33420CE44C17E51CC6388124F2AE3C285750D564D23405157,PDF,staging/screened_text_v2/text/P0009.txt,108499,7026BEB30F36E19F62FAC4656CFE18FA8305A59F1119DF3D76C2FBE34FE1FE47,64209,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0009.txt.receipt.json,False
P0005,Directional Influence Function: Estimating Training Data Influence in Constrained Learning,staging/broad_freeze_v2/sources/P0005.pdf,506907,24EFCBFC36ADDDF0CB26EF5F78ECE24EBE31A47339505F08CDC0D39343AD8D82,PDF,staging/screened_text_v2/text/P0005.txt,100003,A40623EC83A632242B9CF425D4AB168A68606B25C3312CE4EFDC927B01FF7CC8,41807,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0005.txt.receipt.json,False
P0248,Class-Incremental Experience Replay for Continual Learning under Concept Drift,staging/broad_freeze_v2/sources/P0248.pdf,513141,ADBAA1A65921864024234B26F17BE09B6159EBC2F4B3415583F77737173C713E,PDF,staging/screened_text_v2/text/P0248.txt,66815,7A659E1397BC6EC9F4B08896ACE2DFE994B398F45A1BAF7A899557BD27412F5E,37731,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0248.txt.receipt.json,False
P0165,Calibrating Deep Neural Networks using Explicit Regularisation and Dynamic Data Pruning,staging/broad_freeze_v2/sources/P0165.pdf,476308,8AF77F6E2390CC8E0BFC0A6C12894AABD671BA30B2F7CAD65C3A8E56208C9301,PDF,staging/screened_text_v2/text/P0165.txt,100478,19CC32CDC07F7A29AA283EA21EC871B3B8BC356646F708BA18F3D3664FE95722,46172,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0165.txt.receipt.json,False
P0494,Adaptive Ranking-based Sample Selection for Weakly Supervised Class-imbalanced Text Classification,staging/broad_freeze_v2/sources/P0494.pdf,1267588,64FBCBB684508BC0D77EB9652366A191204198700447CA25F288696A0AA8F901,PDF,staging/screened_text_v2/text/P0494.txt,81328,392BF2719C86BB50D4AD5B99C7708065247FAED2CB5F0E7BE895C54465FC9773,46173,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0494.txt.receipt.json,False
P0471,Exploring Learning Complexity for Efficient Downstream Dataset Pruning,staging/broad_freeze_v2/sources/P0471.pdf,3360253,17555B7F7FDADC74E46CD50A13EAF2DBA174111078AE3BCD9985DAD9244292E1,PDF,staging/screened_text_v2/text/P0471.txt,122815,B9CCC5DE0A0B3C17C45C85A4D2A43BBFE69E525EB6081358D0323E03D2A6861D,64854,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0471.txt.receipt.json,False
P0361,ANNE: Adaptive Nearest Neighbors and Eigenvector-based Sample Selection for Robust Learning with Noisy Labels,staging/broad_freeze_v2/sources/P0361.pdf,2197305,1C403821CD8C1243A5FF907690DE28E78A1017942B8DFCD9B97A9ADF66E78574,PDF,staging/screened_text_v2/text/P0361.txt,195964,F91A2539C5600F34859F997BC9A9B9114D3CD4694758E8B4B3F2AD03A2A113C3,56649,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0361.txt.receipt.json,False
P0319,Reinforcement Learning-Based Path Generation Using Sequential Pattern Reduction and Self-Directed Curriculum Learning,staging/broad_freeze_v2/sources/P0319.pdf,7027919,4ACD4BE235770D713BB52F3CCB30DD3317B784A099E71B93E257302CD1540304,PDF,staging/screened_text_v2/text/P0319.txt,103839,60F07E048A713BD6CDA4705942BF8A53A619898BE9C311EC45658FC2538658DE,61474,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0319.txt.receipt.json,False
P0202,On the Calibration of Pre-trained Language Models using Mixup Guided by Area Under the Margin and Saliency,staging/broad_freeze_v2/sources/P0202.pdf,304886,E8A48626C2ED4344966F29007E9115DE5B3AB87AD3A497ADB7682F0367045522,PDF,staging/screened_text_v2/text/P0202.txt,65660,8A9BF90C671732096FB7B7B044E0A5564BC91954C3D526820F4B379F46E6857A,41430,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0202.txt.receipt.json,False
P0280,An Empirical Study of Automated Mislabel Detection in Real World Vision Datasets,staging/broad_freeze_v2/sources/P0280.pdf,1073606,681694037BC4CF706D96BAFCAEF1667072208174B7CA9020321066D6DDE8C4C9,PDF,staging/screened_text_v2/text/P0280.txt,62225,2650B9BFE6EA88F4592B10EFD40228B154AEA9FADC62E7AB05E3D2058E039709,40869,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0280.txt.receipt.json,False
P0451,Identifying Noise in Human-Created Datasets using Training Dynamics from Generative Models,staging/broad_freeze_v2/sources/P0451.pdf,3157440,5A931405402EEFFAFC7B6E6D5D1C9C446732ABDA7A124CA0DDDBFE5DEDF3237C,PDF,staging/screened_text_v2/text/P0451.txt,71638,E18A043E8732C3DC365AEA91C0FC1E1F94DC89D8D60AD08B95C59777D7AC6F91,44246,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0451.txt.receipt.json,False
P0168,Data pruning and neural scaling laws: fundamental limitations of score-based algorithms,staging/broad_freeze_v2/sources/P0168.pdf,2592289,AA86DD12B4B6457897CA8119CDA350C8E7E7AE6979D65D57B65F3328067A32A7,PDF,staging/screened_text_v2/text/P0168.txt,164081,A89347876E8D3F4DE89F3E4033DAA6F365619032B2C4BF2FBFADEEFEB656F42C,93644,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0168.txt.receipt.json,False
P0152,Play it Straight: An Intelligent Data Pruning Technique for Green-AI,staging/broad_freeze_v2/sources/P0152.pdf,596275,AD6B4C1B75AEC0879590596394811C56618AE70D5A1BC56A4BA9EE2607C5211F,PDF,staging/screened_text_v2/text/P0152.txt,46560,166CF53A05BF969C42E2520A5319255AD68F5275FE50C7EA0F6D92E04E42FCC1,36927,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0152.txt.receipt.json,False
P0195,FedDiv: Collaborative Noise Filtering for Federated Learning with Noisy Labels,staging/broad_freeze_v2/sources/P0195.pdf,408753,41F2E0F99E009648B8ED0A153090D7ACC8AE3735EE4EEB532964E8096AEAB026,PDF,staging/screened_text_v2/text/P0195.txt,70935,34A971D49098D769C516C41201E563C5E42B1602E36229463C9F9B99DA1E1CB1,37794,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0195.txt.receipt.json,False
P0290,An analytical theory of curriculum learning in teacher–student networks*,staging/broad_freeze_v2/sources/P0290.pdf,1566192,808BE4A127D1B6FC8414D44804866113F3482BFB711B84CAE312F17E540A9286,PDF,staging/screened_text_v2/text/P0290.txt,128607,9B425896F4B7FC5C401727F08AF51C2C9ACE72D1327C430EFD81B2F1EC6BBA1F,63596,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0290.txt.receipt.json,False
P0046,Automatic Combination of Sample Selection Strategies for Few-Shot Learning,staging/broad_freeze_v2/sources/P0046.pdf,7594462,CA8F3F98FC0953B3AD566786C82B9AE03ED005E7A1D758BACFEDE15AF65C9132,PDF,staging/screened_text_v2/text/P0046.txt,161691,1CAB1253727955804A38B73274A18301C2AB03036393B06F664D69813DAA5632,109898,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0046.txt.receipt.json,False
P0288,Training Gradient Boosted Decision Trees on Tabular Data Containing Label Noise for Classification Tasks,staging/broad_freeze_v2/sources/P0288.pdf,2445100,D8C3849C86D9B353D185D175D3DE83767FC05228DB0436ABA83DB6C6ACF5048C,PDF,staging/screened_text_v2/text/P0288.txt,60857,1C85C9FE30138A9D3E67650C1B4737EA98C4B55425D540DFB22EB42FAD1BB68F,43937,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0288.txt.receipt.json,False
P0401,MAGIC: Near-Optimal Data Attribution for Deep Learning,staging/broad_freeze_v2/sources/P0401.pdf,267621,C9C1D4EF73856F436200FEB89FD8C2C7AAE22D6DE5FAB3B56AF15971EAEA6EEB,PDF,staging/screened_text_v2/text/P0401.txt,62517,00072E76F47E0ED636C931FA0A9F7F5C09BE7D49678BBCCC458D115EBB7B240A,42668,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0401.txt.receipt.json,False
P0260,BERT on a Data Diet: Finding Important Examples by Gradient-Based Pruning,staging/broad_freeze_v2/sources/P0260.pdf,390683,1D73E4754AA1365A1A1BD327E5A77A746DF39C2F624846F28FDA416375484FA8,PDF,staging/screened_text_v2/text/P0260.txt,37937,EDCF75C39A6BDF5C6CC6613069D157D08504621DE1ED124F22AEBE2EB87DE188,19734,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0260.txt.receipt.json,False
P0313,Extracting In-domain Training Corpora for Neural Machine Translation Using Data Selection Methods,staging/broad_freeze_v2/sources/P0313.pdf,181759,47378259B21F2DB9947844978A71FBFE2686D35D1D5EEAAA347BF36A4275F016,PDF,staging/screened_text_v2/text/P0313.txt,47946,18EEAC6ADB9CECEDA97E5ABF8A60D77209A1ED0833FC441401FADB24557A17D2,27854,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0313.txt.receipt.json,False
P0044,Refined Coreset Selection: Towards Minimal Coreset Size under Model Performance Constraints,staging/broad_freeze_v2/sources/P0044.pdf,858165,BE17B90963778CAD0BB37F61B9BA236DF6687022484EE2249C577D3FFEDB4F92,PDF,staging/screened_text_v2/text/P0044.txt,137298,48F1735ACA87289A5F2652F5A020449E06D44401987CADA223A7A48990878D6E,66815,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0044.txt.receipt.json,False
P0228,Army of Thieves: Enhancing Black-Box Model Extraction via Ensemble based sample selection,staging/broad_freeze_v2/sources/P0228.pdf,1519202,B1FF6C8AAABE29278E4643176854AD121EF2864B24C832250F541C9968FAA7F2,PDF,staging/screened_text_v2/text/P0228.txt,63682,0C112AB757DC7A8A963D99D5AF56301521D84FDAB673777055429E6FCC378EC3,34981,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0228.txt.receipt.json,False
P0100,Training Dynamics for Text Summarization Models,staging/broad_freeze_v2/sources/P0100.pdf,1441773,D8E7E2B8FBABD424BAA3BF91D35F585CBCB0BCFD0E89AF88C008ED9A5A93C829,PDF,staging/screened_text_v2/text/P0100.txt,80023,B8EF583AD3F2E2021F01D2F4966488FE5C6C8909AA70597F6312F5B129491200,46114,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0100.txt.receipt.json,False
P0139,Learning What Matters: Prioritized Concept Learning via Relative Error-driven Sample Selection,staging/broad_freeze_v2/sources/P0139.pdf,5553270,ECA725659A77A3F0DF0EAC951A67529CC6264F786AB1571AFD6C03FF4320B2D0,PDF,staging/screened_text_v2/text/P0139.txt,176613,57477FF2BB4D79DD8E23FE60529877C151C6A82E06FF885664BB844F0D85EA8B,84683,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0139.txt.receipt.json,False
P0359,Denoising Neural Machine Translation Training with Trusted Data and Online Data Selection,staging/broad_freeze_v2/sources/P0359.pdf,215435,E67BCC1AE2D0060C174A68A18F0C76C31F317A8B59B6E3F68CCBD28B22A32AFD,PDF,staging/screened_text_v2/text/P0359.txt,66909,A15FBA4FCCECF75BA6380ACE4A21DAEF57C39EF0B82E55FE66BF7EC1549BF96C,38636,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0359.txt.receipt.json,False
P0213,"How Faithful Is Trajectory-Based Data Attribution? Error Sources, Remedies, and Practical Guidelines",staging/broad_freeze_v2/sources/P0213.pdf,959429,14496876C510EA7A2C526655F7D0915FF01358A6D683B6B9FE9AC12BFCEF325F,PDF,staging/screened_text_v2/text/P0213.txt,116036,2911E5345666C59C3E2D787BD448552D280564170E6ACBC5C3FBE9A817FF41DD,65015,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0213.txt.receipt.json,False
P0191,Multi-Objective Interpolation Training for Robustness to Label Noise,staging/broad_freeze_v2/sources/P0191.pdf,2475574,D3C24F74BACFF03FE628CB9F2B7DC9DA632F90A094840FDB30AC7E4629F3D7D3,PDF,staging/screened_text_v2/text/P0191.txt,69472,E8003B79A21AFF4963778CF85AFC5DA6A369C71230E908B81A5EAF836202AD75,41313,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0191.txt.receipt.json,False
P0375,Class-Independent Regularization for Learning with Noisy Labels,staging/broad_freeze_v2/sources/P0375.pdf,2049016,895BD358FD2BEED01296B807AA507DD6DB60478D6601CE03F895BE4D62C2416C,PDF,staging/screened_text_v2/text/P0375.txt,69587,02478DD15E27241AB72C0D22675D5D1BA8D81C28AFDDB74D07073A4E1BFBC559,36650,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0375.txt.receipt.json,False
P0307,Accuracy-based Curriculum Learning in Deep Reinforcement Learning,staging/broad_freeze_v2/sources/P0307.pdf,450551,DAC7687994A08A0CE8CE3214A69A10593CDE73D8BCF3B04744C0C3B7416518AB,PDF,staging/screened_text_v2/text/P0307.txt,44127,23AF3B8E6C4719460AE763C9C3713AB3B011889868EE229C6349F9E51CAE33B3,24051,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0307.txt.receipt.json,False
P0060,Learning to Weight Parameters for Training Data Attribution,staging/broad_freeze_v2/sources/P0060.pdf,1924982,F3BAE7A11099C99CB0394F3CA42CC9E7D77B6C7DABA50CEA26FEE6C232D84AF4,PDF,staging/screened_text_v2/text/P0060.txt,187233,7E18093D18A33F46665BB247F45A2D33CB1C8DCF6B3E5D4FBC7E8668BC9F6710,108594,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0060.txt.receipt.json,False
P0264,Accelerating Reinforcement Learning for Reaching Using Continuous Curriculum Learning,staging/broad_freeze_v2/sources/P0264.pdf,5224520,9001410C90B6B45261700991D498C596A27B59C76B49235D8B6190E7749479C8,PDF,staging/screened_text_v2/text/P0264.txt,56884,6C8E295EFE488E09AEBE8F12FA7932782F0610424B1D26D5BD5715E311E1C28F,35342,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0264.txt.receipt.json,False
P0421,DONOD: Efficient and Generalizable Instruction Fine-Tuning for LLMs via Model-Intrinsic Dataset Pruning,staging/broad_freeze_v2/sources/P0421.pdf,1508854,B2AA456D4A57827555DA00E0A4DF463B3607EFE34F65E3FF8009F0938659045D,PDF,staging/screened_text_v2/text/P0421.txt,89202,15E43B2BA8CBC428A85FB602EC7CD174002032FDAD9EC2E98C9A67EEDF7CBC2C,49692,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0421.txt.receipt.json,False
P0008,Leveraging Peer-Informed Label Consistency for Robust Graph Neural Networks with Noisy Labels,staging/broad_freeze_v2/sources/P0008.pdf,306426,9AC496B82337F71F9E04AFD56A815F790584F4D65BF607EB82B1866CEB546D59,PDF,staging/screened_text_v2/text/P0008.txt,78623,4C7A4B21FA60E37545860FB31A44A3B2A8128F320F7A6417912EADFF9B34348A,39747,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0008.txt.receipt.json,False
P0277,Learning with Noisy Labels Revisited: A Study Using Real-World Human Annotations,staging/broad_freeze_v2/sources/P0277.pdf,1081214,10901035EDC73E06CED8745C6C9F71B6FF2096F5B3824D063A0C0405281A5F69,PDF,staging/screened_text_v2/text/P0277.txt,204095,2868D5442E35054E6ABC8DF3C1BEF0D9ECDC2F0666F5CF798085FE4A68E9365E,79750,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0277.txt.receipt.json,False
P0149,Deep Bayesian Active Learning with Image Data,staging/broad_freeze_v2/sources/P0149.pdf,724240,A77DBD956DB991948D78417945A4650B0D45E3D03655F57343467DE79D8FA4C9,PDF,staging/screened_text_v2/text/P0149.txt,69350,52D4083E5B8E289AB5DBE90EB36E691661183835AA1C79A3279802B45D14DA83,36498,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0149.txt.receipt.json,False
P0111,A Probabilistic Interpretation of Self-Paced Learning with Applications\n to Reinforcement Learning,staging/broad_freeze_v2/sources/P0111.pdf,4470379,0E1278EED912986E07B6FDE89AD4ECF84981A9847A3A1F68579B38886FC25988,PDF,staging/screened_text_v2/text/P0111.txt,178209,0CD93C5E71514BA14223B825F354B4E1AC851FB01F649EFD74741D8A54B3BD99,118005,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0111.txt.receipt.json,False
P0137,AudioDER: A Deduplication-Enhanced Reasoning Dataset for Post-Training Large Audio-Language Models,staging/broad_freeze_v2/sources/P0137.pdf,3624177,C232B0D436CA3C02FA62A64CBCBDDB699197C04140BBDE7BE51DDB1B6D612DA2,PDF,staging/screened_text_v2/text/P0137.txt,95188,FFDA292776FF3672E982ED5E9DBACF3BA9BF554019C62860BC4C0FDE9408D414,56446,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0137.txt.receipt.json,False
P0335,Continual Safety Alignment via Gradient-Based Sample Selection,staging/broad_freeze_v2/sources/P0335.pdf,721031,C69BF7D3D96D2759715F4741806027740EA395DB7464365724D1DEDDD6164798,PDF,staging/screened_text_v2/text/P0335.txt,110934,74A14083510FDF9461F25182A71DC85F3248D77D9AB52B36987FD90F9D7EFCBB,61123,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0335.txt.receipt.json,False
P0208,FINE Samples for Learning with Noisy Labels,staging/broad_freeze_v2/sources/P0208.pdf,1174201,6B7C49A986065F2856F83FAD29697EEACB765F45858BFFC593B891ADCE47E6EC,PDF,staging/screened_text_v2/text/P0208.txt,101194,9C20CEE9C5EC733775BADAF9697671480A4CC146309AE97ABD3F515065FB2D7F,58640,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0208.txt.receipt.json,False
P0434,DRIFT: Refining Instruction Data via On-Policy Data Attribution,staging/broad_freeze_v2/sources/P0434.pdf,1561725,8D071CEA2475EADBED3063DC64DCD1EC192F133C00B5A5BEC26040C867B84EB4,PDF,staging/screened_text_v2/text/P0434.txt,78524,8AD16E2166977CCF963672B163899F497353EBE5A214EB88B17CBD3E0271AC1E,56650,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0434.txt.receipt.json,False
P0419,Investigating the locality of neural network training dynamics.,staging/broad_freeze_v2/sources/P0419.pdf,3134824,76AE410E35C97B619AFE07652A6B80291465D0FD56C8388074E6E551CE8D65D8,PDF,staging/screened_text_v2/text/P0419.txt,113341,413952B7CD6B138388CCE96CFF36D450662C465640A57F8423D41BB9835B5904,60080,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0419.txt.receipt.json,False
P0445,Adversarial Coreset Selection for Efficient Robust Training,staging/broad_freeze_v2/sources/P0445.pdf,1028154,966733F44997F9262AB853AD2DE7BA97B1858B1658119E9F2390104A9EB9B53F,PDF,staging/screened_text_v2/text/P0445.txt,159863,26A9F0B1EA188FA841F6F1636C9FDC65C3DFD894E00280EBBF897A37BC75FBA5,74785,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0445.txt.receipt.json,False
