paper_id,title,path,bytes,sha256,source_format,page_count,title_token_coverage,title_identity_status,source_authority,source_url,receipt_path,probe_tool,first_pages_text_sha256
AXA507196A9C503BF5,Active Learning on a Budget: Opposite Strategies Suit High and Low Budgets,sources/anchor_supplement_v2/AXA507196A9C503BF5.pdf,8919055,025914F5C23CAD723682BD4C11E1F4F5892EA70663DFD7B26CBD4363F0ECBDEB,PDF,21,1.000000,PASS,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v162/hacohen22a/hacohen22a.pdf,sources/anchor_supplement_v2/AXA507196A9C503BF5.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,8559B645DC3025A2415B7B878BE91B10A061E81E0E6857A69A9AC5D4CFBFBDF1
AXB4D35C6558F3F40B,Repeated Random Sampling for Minimizing the Time-to-Accuracy of Learning,sources/anchor_supplement_v2/AXB4D35C6558F3F40B.pdf,653014,926A30E30C2283C2F95C7CB6301651BE7D334C96197E94F255391D4BDC526FB1,PDF,41,1.000000,PASS,PRIMARY_PUBLISHER,https://proceedings.iclr.cc/paper_files/paper/2024/file/68b8d2bc77268facfc75a78782da9559-Paper-Conference.pdf,sources/anchor_supplement_v2/AXB4D35C6558F3F40B.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,4E445F6C069E6B1B0EB25B43604886E1E6D1730950686EE3DC931BE47DDED9E1
RG015FC4345AA73EEF,Training Region-Based Object Detectors with Online Hard Example Mining,sources/anchor_supplement_v2/RG015FC4345AA73EEF.pdf,917701,50C03A67FDE277B2E4E0797224C2D9AEC77F0939CC9CFBB2EA24509317A4E9E6,PDF,9,1.000000,PASS,PRIMARY_PUBLISHER,https://www.cv-foundation.org/openaccess/content_cvpr_2016/papers/Shrivastava_Training_Region-Based_Object_CVPR_2016_paper.pdf,sources/anchor_supplement_v2/RG015FC4345AA73EEF.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,57CB7724832D9C09F942645CD8F075BEE84371A60595EDFE1FA600648E63C4F7
RG08D4BDEF38C63D1C,GLISTER: Generalization based Data Subset Selection for Efficient and Robust Learning,sources/anchor_supplement_v2/RG08D4BDEF38C63D1C.pdf,797498,88ECDA6540A7E528B2CB7C7763492CFB5763A0D421580ADB50E130FB9551BAF6,PDF,9,1.000000,PASS,PRIMARY_PUBLISHER,https://ojs.aaai.org/index.php/AAAI/article/download/16988/16795,sources/anchor_supplement_v2/RG08D4BDEF38C63D1C.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,2208FB50AE826935E7DE8DAD338A7D929A8ADB6746AE20DAD4EACECA6B135B90
RG23777DF75AF056AE,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,sources/anchor_supplement_v2/RG23777DF75AF056AE.pdf,16883068,B8CD6E1E680EC7D566C2688D007B226E2C6137BD8A298CC53A6497F6083355C1,PDF,17,1.000000,PASS,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/2310.07931,sources/anchor_supplement_v2/RG23777DF75AF056AE.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,BDCCB231878F8BE06CC4804E8AC9D31F1A5D6BFA9897446A9AF20727E80946D2
RG4C05ABF685E44621,Coverage-centric Coreset Selection for High Pruning Rates,sources/anchor_supplement_v2/RG4C05ABF685E44621.pdf,615324,EE192893648C10D33A74D757A54A6DDDD1C660B547A0653061C8D0F113A81C54,PDF,19,1.000000,PASS,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/2210.15809,sources/anchor_supplement_v2/RG4C05ABF685E44621.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,1A42A85EF3B9032D4485C2DB111A63BF50B7D4743F58DD672F0D6A4F8E3E132F
RG73E7B805F9AD76C7,Estimating Training Data Influence by Tracing Gradient Descent,sources/anchor_supplement_v2/RG73E7B805F9AD76C7.pdf,5307415,B31C94316EF78E2E5F28553FE7F54098E2AAFB431405471D5624D073465D09C9,PDF,11,1.000000,PASS,PRIMARY_PUBLISHER,https://proceedings.neurips.cc/paper_files/paper/2020/file/e6385d39ec9394f2f3a354d9d2b88eec-Paper.pdf,sources/anchor_supplement_v2/RG73E7B805F9AD76C7.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,7A862AD9219C596A122D1DAFB317720B49DBD02272ACE53E3CBCC97D31B0E54A
RG9FA3C12D2147A460,A Neyman-Pearson Approach to Statistical Learning,sources/anchor_supplement_v2/RG9FA3C12D2147A460.pdf,298304,E0336648125BB19F29C5E7C2FE3A19184D1E30107F3BB593B86CFBDA65866EB3,PDF,30,1.000000,PASS,AUTHOR_HOSTED,https://www.stat.rice.edu/~cscott/pubs/np.pdf,sources/anchor_supplement_v2/RG9FA3C12D2147A460.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,6A701F0278D868DE8B25599CAE0048D17680B475091AC6E7D4FF0C12F12FE464
RGC0D4513EFDAC52B7,An Empirical Study of Example Forgetting during Deep Neural Network Learning,sources/anchor_supplement_v2/RGC0D4513EFDAC52B7.pdf,1731989,0CEEF9C602D22B977BAF61E1E62897EE0D3D1A043E93D34129B3A448A9120C89,PDF,19,1.000000,PASS,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/1812.05159,sources/anchor_supplement_v2/RGC0D4513EFDAC52B7.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,7BAC7243AF86A9B0003604BADE2BBAA56D3239F052E0D9E62F4F08EBCCAEF207
RGC9DBF113F856F4FE,Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics,sources/anchor_supplement_v2/RGC9DBF113F856F4FE.pdf,12910878,E3D807F0E007FF03A22F6B80176F4BBC9F734E7804061C61792C6FF1B97C550F,PDF,19,1.000000,PASS,PRIMARY_PUBLISHER,https://aclanthology.org/2020.emnlp-main.746.pdf,sources/anchor_supplement_v2/RGC9DBF113F856F4FE.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,00B5B4B6ED82510618B80679FAEE345D69B536929DEC6E90EB7AFFF4D755548B
RGEE7171D25C56697E,Accelerating Deep Learning with Dynamic Data Pruning,sources/anchor_supplement_v2/RGEE7171D25C56697E.pdf,2909921,02C12E6E1B066F8B604D4CE4FEBA34D84ABD71E3EE153B989B401731DB633B87,PDF,11,1.000000,PASS,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/2111.12621,sources/anchor_supplement_v2/RGEE7171D25C56697E.pdf.receipt.json,POPPLER_PDFINFO_AND_PDFTOTEXT,5F9A9F322674A5026AD5F48B4E433928B825280287A2FDCE4826996162F91A6F
